	Nutlin-3	Nilotinib	RAF265	PHA-665752	PD-0325901	PLX4720	PD-0332991	LBW242	AEW541	TAE684	TKI258	AZD0530	lapatinib	Crizotinib	Sorafenib	L-685458	AZD6244	Vandetanib	Erlotinib	17-AAG	Irinotecan	paclitaxel	Panobinostat	Topotecan
LC-1/sq-SF	0.903089987	0.903089987	0.867540672	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.741488539	0.903089987	-0.537779683	-0.741008286	-1.615540633	-0.846011605	0.840721061
LCLC-103H	0.903089987	0.903089987	0.590731716	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.878568741	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.564245685	0.061665069	-1.679247206	-0.982711508	-0.006784967
LN-18	0.903089987	0.903089987	-0.008359437	0.542970128	0.903089987	0.874974975	0.903089987	0.903089987	0.652963845	0.061746409	0.39605611	0.903089987	0.903089987	0.350222596	0.903089987	0.767123051	0.903089987	0.861454198	0.903089987	-1.218977485	-0.124811224	-1.270248297	-1.138805577	-0.495061782
LN-229	0.903089987	0.806262549	0.551849963	0.903089987	0.697282901	0.903089987	0.903089987	0.903089987	0.903089987	0.452263854	0.903089987	0.903089987	0.903089987	0.891631605	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-1.213480136	-0.473917533	-1.81818207	-1.108930422	0.500005408
LOU-NH91	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.35792158	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-1.115341752	-2.163781305	-0.739020079	-0.331255419
LP-1	0.903089987	0.605355733	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.612540977	0.166948383	0.903089987	0.903089987	0.250269954	-0.382207334	-0.110759511	0.174063973	0.903089987	0.903089987	0.903089987	-0.214103113	0.004383184	0.903089987	-1.816460806	-0.026085734
LUDLU-1	0.903089987	0.632402158	0.493907629	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.156642089	0.056761496	0.903089987	0.744023738	0.365420982	0.903089987	0.903089987	0.903089987	0.903089987	0.261497762	0.218139409	-1.312505846	-0.675056595	-2.427087061	-1.359219986	-1.239465806
Malme-3M	0.903089987	0.644604401	-0.418185608	0.903089987	-2.381447055	-0.544351154	0.903089987	0.903089987	0.455619643	0.903089987	0.60364783	0.903089987	0.864832015	0.77483961	0.891631605	0.903089987	-1.335475986	0.857666803	0.903089987	-1.042281702	0.269036607	-1.756270138	-1.389068477	0.661523448
MCAS	0.903089987	0.903089987	0.873925352	0.903089987	-0.024457872	0.903089987	0.903089987	0.903089987	0.784780189	0.523108976	0.883972692	0.903089987	0.800998697	0.723735597	0.903089987	0.903089987	0.80099205	0.903089987	0.903089987	-1.136837454	-0.089351962	-2.182041299	-1.098035783	-0.225538138
MCF7	0.903089987	0.903089987	0.40340298	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.145052657	-0.489597785	0.813728008	0.903089987	0.454111863	-0.911539056	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-1.726743091	-0.395655823	-2.602059991	-1.426445539	-0.154532916
MDA-MB-415	0.903089987	0.599304639	0.251436729	0.903089987	0.903089987	0.903089987	0.793853964	0.903089987	0.641713604	0.903089987	0.729853401	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-1.735007928	-0.336656855	0.903089987	-1.284598789	0.263185508
MDA-MB-436	0.903089987	0.903089987	0.409619345	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.518492252	0.843363	0.903089987	0.903089987	0.898303144	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.71594407	-1.777338872	-0.838332638	-0.107378456
MDA-MB-453	0.903089987	0.903089987	0.436452287	0.903089987	0.439634636	0.903089987	0.903089987	0.903089987	0.656119479	-0.560999228	0.862877262	0.903089987	0.157728596	0.903089987	0.628899625	0.903089987	0.903089987	0.903089987	0.903089987	-1.808815233	-0.954497542	-2.594719566	-1.975150096	-0.662177266
MEC-1	0.903089987	0.778749115	0.519786535	0.745024465	0.903089987	0.903089987	0.871463536	0.903089987	0.903089987	-0.053205904	0.613521715	0.903089987	0.903089987	0.806963069	0.87395871	0.53517777	0.903089987	0.903089987	0.903089987	-0.361424135	-1.119217929	-1.689508039	-1.750826184	-1.235562943
MEL-HO	0.903089987	0.861316129	0.073160145	0.903089987	-1.859405547	-0.504488671	0.903089987	0.903089987	0.713341317	0.732261825	0.763651427	0.903089987	0.816403317	0.854544524	0.80486155	0.903089987	-0.966179408	0.713227905	0.903089987	0.903089987	-0.548881134	-1.865336513	-1.499789386	0.001314311
MFE-280	0.903089987	0.903089987	0.140912935	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.229074026	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.891558217	0.903089987	0.516464112	0.903089987	-0.682925742	-0.128627334	-1.576765647	-1.34157375	0.347987665
MFE-296	0.903089987	0.883440203	-0.150736835	0.903089987	0.88771543	0.903089987	0.903089987	0.903089987	0.875166258	0.822354316	0.409332465	0.719319016	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.257674986	0.903089987	-0.48402707	-0.583510282	-2.209381325	-1.218010112	-1.175665833
MG-63	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.569456155	0.044872802	0.755732291	0.903089987	0.903089987	0.752049591	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.089038408	-0.684627002	-2.295017225	-0.897549283	-0.598250542
MHH-ES-1	0.903089987	0.404195386	-0.553431133	0.903089987	-1.574503978	0.903089987	0.274720778	0.903089987	0.249242159	-0.191713425	0.849327353	0.035559331	0.630914426	0.710585956	0.509045353	0.857580057	-0.145266144	0.903089987	0.894253518	-0.834256324	-1.336943703	-2.582040311	-1.198655956	-1.659085813
Mino	0.903089987	0.903089987	-0.469890051	0.903089987	0.903089987	0.903089987	0.145579713	0.903089987	0.745925137	-1.620874457	0.203221854	0.903089987	0.566560709	-1.386810363	0.903089987	0.903089987	0.903089987	0.653470882	0.453418031	-1.086200458	-1.164597737	-2.541977699	-1.994123972	-1.33760419
MJ	0.903089987	0.903089987	0.017672847	0.903089987	0.903089987	0.903089987	0.664352169	0.903089987	0.903089987	0.758494324	0.903089987	0.903089987	0.903089987	0.549401514	0.903089987	0.903089987	0.903089987	0.416204157	0.903089987	-1.012506616	-1.205119303	-2.602059991	-1.877351976	-0.629153108
MKN7	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.737679105	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.001461052	-0.378910227	0.903089987	-0.854010799	-0.215497468
MKN74	0.903089987	0.903089987	0.351450191	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.576327862	0.903089987	0.903089987	0.903089987	0.671148098	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.771957473	0.084668532	-1.648971748	-0.817343993	-0.158709312
MOLP-8	0.665052674	0.903089987	0.695661717	0.903089987	0.903089987	0.903089987	-0.07658263	0.903089987	-0.479763927	-0.038294639	0.859734977	0.903089987	0.903089987	0.473239181	0.903089987	-0.776155927	0.903089987	0.903089987	0.903089987	-0.490351696	-0.665546388	-2.594719566	-1.744588253	-0.393781111
MOLT-16	0.563958804	0.328597493	-0.52230836	0.423783048	0.903089987	0.903089987	-0.25846221	0.903089987	0.764111751	-0.111259063	-0.661221015	0.862709357	0.165025206	0.705802472	0.658928232	0.639173763	0.903089987	0.903089987	0.903089987	-0.349348628	-1.670620917	-2.403516495	-2.06460883	-1.76682452
MONO-MAC-1	0.903089987	0.589630906	-0.741361788	0.138768095	0.903089987	0.903089987	0.903089987	0.903089987	0.161237853	-0.500559129	-1.551020161	0.560216076	0.602720461	-0.516636363	-2.134486571	0.571337528	0.903089987	0.385515089	0.426078035	-1.839837894	-1.007769805	-2.456388453	-2.101469088	-1.498154869
MOR/CPR	0.903089987	0.795546054	0.46687448	0.903089987	0.903089987	0.903089987	0.851118443	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-1.117256509	-0.576967052	-2.174228921	-1.523319908	-0.02982845
MSTO-211H	0.527952504	0.773625386	-0.023850747	0.903089987	0.042357639	0.903089987	0.740454476	0.903089987	0.903089987	0.364166135	0.358288518	0.903089987	0.903089987	0.63081433	0.843970108	0.903089987	0.903089987	0.903089987	0.903089987	-0.720393143	-0.611458378	-1.870366879	-1.132380871	-0.587295866
NCI-H1048	0.903089987	0.903089987	0.369296545	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.171812248	0.539954619	0.494161149	0.903089987	0.616450496	0.864204906	0.903089987	0.903089987	0.424730396	0.903089987	-1.313166341	-1.387047003	-2.406912291	-1.295286604	-1.668045695
NCI-H1155	0.903089987	0.884425621	0.551355964	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.86130946	-0.501848419	0.572258213	0.903089987	0.903089987	0.411727558	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.930379926	-0.568919083	-1.392611059	-1.341954052	-1.281109555
NCI-H1299	0.903089987	0.844205718	-0.141943714	0.903089987	-0.356220315	0.903089987	0.903089987	0.903089987	0.726851205	0.634870649	0.708350999	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.573078797	-0.699764871	-1.825333941	-0.820753155	-0.594821379
NCI-H1339	0.903089987	0.891257997	0.615976839	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.723635512	0.903089987	0.903089987	0.903089987	0.903089987	-1.563255772	-0.802626554	-1.84003139	-1.140186602	-0.814675384
NCI-H1341	0.903089987	0.903089987	0.358275177	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.475922211	0.146113458	0.448866854	0.756079712	0.903089987	0.079550278	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-1.860252795	-0.710819452	-2.594719566	-1.270475122	-1.182835642
NCI-H1355	0.903089987	0.903089987	-0.160637397	0.903089987	-0.284614642	0.903089987	0.903089987	0.903089987	0.607604019	0.021428991	0.903089987	0.903089987	0.895461071	0.885787338	0.903089987	0.903089987	0.774806221	0.903089987	0.74188884	-0.980930209	-0.618503155	-1.74217319	-0.915388969	0.903089987
NCI-H1373	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-1.16948801	0.155413564	0.903089987	-0.966352874	0.490318343
NCI-H1563	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.849360721	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.665819924	-0.317321962	0.903089987	-0.630040425	0.903089987
NCI-H1568	0.903089987	0.903089987	0.342763827	0.903089987	0.903089987	0.664718652	0.903089987	0.903089987	0.903089987	0.615689948	0.903089987	0.903089987	0.903089987	0.903089987	0.898830207	0.750888756	0.903089987	0.903089987	0.759561767	0.903089987	-0.360393354	-1.959999048	-1.230866191	-0.702840318
NCI-H1573	0.903089987	0.903089987	0.821033345	0.903089987	0.198271554	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.891224662	-0.542171562	-1.833953579	-0.913600992	0.903089987
NCI-H1581	0.903089987	0.903089987	0.417918674	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.08747328	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.217939264	-0.44903703	-2.031651423	-1.33760419	-0.123236709
NCI-H1648	0.903089987	0.747486276	-0.018013157	0.903089987	0.903089987	0.760902743	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.427815413	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.450840588	-2.602059991	-1.065098382	0.249622441
NCI-H1650	0.903089987	0.903089987	0.208479013	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.836531344	-0.305963589	0.712013673	0.903089987	0.903089987	0.874318951	0.903089987	-0.004770145	0.903089987	-1.513406008	-0.355509491	-2.004278087	-0.752376516	0.242630664
NCI-H1651	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.836491302	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.61396868	-0.500841669	-1.649658909	-1.175212167	-0.136086125
NCI-H1666	0.903089987	0.887108311	-0.360149875	0.903089987	-1.542313792	0.903089987	0.903089987	0.903089987	0.497977258	-1.368387548	0.903089987	0.231075531	-0.412855055	0.903089987	0.903089987	0.903089987	-0.524923608	-0.238080664	-0.690437892	-1.77070738	-0.678802722	-2.594719566	-1.15528427	0.004229759
NCI-H1693	0.903089987	0.903089987	0.785704586	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.767320755	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.440328472	0.903089987	0.903089987	-0.503921616	-1.30293217	-1.229952185	-0.4721784
NCI-H1694	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.525015651	-1.305934363	-1.729150321	-1.638724235	-1.217089454
NCI-H1703	0.903089987	0.835464165	0.447329224	0.903089987	0.903089987	0.903089987	0.813181307	0.903089987	0.903089987	0.824188985	0.221688672	0.527999199	0.903089987	0.903089987	0.197857929	0.903089987	0.903089987	0.230915422	0.903089987	-1.407588665	-0.534307268	-1.793777565	-0.665179435	-0.184734985
NCI-H1792	0.903089987	0.903089987	-0.172659509	0.903089987	-0.057922312	0.903089987	0.903089987	0.903089987	0.674899888	0.40211387	0.696502349	0.903089987	0.903089987	0.736238046	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.987101363	-0.549195592	-1.744194653	-0.968294301	0.079831679
NCI-H1793	0.903089987	0.903089987	0.453271256	0.903089987	0.903089987	0.903089987	0.309292699	0.903089987	0.838826347	0.772918184	0.903089987	0.412247926	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.265694171	0.903089987	-0.622334794	-0.24892342	-1.835187838	-1.048610299	0.229567765
NCI-H1869	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.399498609	0.903089987	-0.100587187	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.490897096	0.52281272	-0.999910727	0.230895405	0.903089987	-0.873451662	0.159227593
NCI-H1915	0.903089987	0.903089987	-0.650909016	0.903089987	-0.834603261	0.903089987	0.903089987	0.903089987	0.903089987	0.558007812	0.791958781	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.201960919	0.903089987	0.903089987	-1.451073765	-0.584513831	-2.3712796	-1.414186845	0.050717052
NCI-H1944	0.903089987	0.903089987	0.903089987	0.903089987	-0.380684882	0.903089987	0.652069866	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-1.580595114	-0.624310364	-1.938469981	-1.141981233	-0.148935488
NCI-H1975	0.903089987	0.903089987	0.152678232	0.903089987	0.58652865	0.903089987	0.903089987	0.903089987	0.903089987	0.4632719	0.827071099	0.903089987	0.903089987	0.903089987	0.903089987	0.90156553	0.903089987	0.903089987	0.903089987	-1.25418323	-0.068723565	-2.576909844	-1.070709149	0.165387533
NCI-H2009	0.903089987	0.903089987	0.593820635	0.903089987	-0.133984593	0.903089987	0.903089987	0.903089987	0.903089987	0.596742772	0.855084897	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.870823074	0.903089987	-0.725603613	-0.533489876	-1.734060598	-1.445122777	-0.088377932
NCI-H2023	0.903089987	0.60364783	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.400259194	0.539080622	0.718745257	0.903089987	0.903089987	0.641478803	0.903089987	0.903089987	0.903089987	0.567988433	0.903089987	-1.630871827	-0.545843026	-2.029956818	-1.030119469	-0.19328792
NCI-H2030	0.903089987	0.903089987	-0.230908747	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.761976865	0.832948733	0.619299258	0.262745365	0.571030661	0.903089987	0.716590343	0.903089987	0.903089987	0.635230919	0.789090003	-1.309216779	-0.268122619	-1.538430962	-0.853016719	-0.834189614
NCI-H2052	0.903089987	0.903089987	-0.157408365	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.586161696	0.903089987	0.903089987	0.903089987	0.879729575	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.623295498	-0.319328885	-1.356184444	-0.994166533	-0.751482516
NCI-H2087	0.903089987	0.784560036	0.42626487	0.903089987	-1.264630866	0.716950636	0.903089987	0.903089987	0.887768796	0.817097148	0.903089987	0.903089987	0.903089987	0.903089987	0.654344865	0.903089987	-0.386068801	0.903089987	0.903089987	-1.1931853	-0.298436284	-1.98075423	-0.943095888	-0.721046957
NCI-H211	0.903089987	0.781537806	0.626264333	0.805868946	0.903089987	0.903089987	0.903089987	0.878001652	0.19946579	0.379977705	0.592159421	0.903089987	0.903089987	0.613695187	0.903089987	0.58061099	0.903089987	0.903089987	0.903089987	-0.90060481	-0.804821493	-2.07184077	-1.853814765	-0.768554997
NCI-H2122	0.662675648	0.895180884	-0.329040469	0.903089987	-1.449099024	0.903089987	0.903089987	0.903089987	-0.864634213	0.108852873	0.565646714	0.528499582	0.467521655	0.600825757	0.877301137	0.903089987	-0.203495359	0.903089987	0.718865347	-1.578240051	-1.046931763	-2.513336779	-1.517535675	-1.26513791
NCI-H2170	0.903089987	0.522214967	0.79149175	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.242744062	0.903089987	0.383166677	-0.521461069	0.903089987	0.903089987	0.903089987	0.903089987	0.424170002	0.194335352	-1.815833702	-0.78552071	-2.594719566	-1.402831847	-1.203566218
NCI-H2172	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-1.83534051	0.903089987	0.550045003	0.903089987	0.903089987	0.903089987	0.903089987	-1.57340371	0.903089987	-2.594719566	0.903089987	0.903089987	-2.229187371	-2.557328212	-2.602059991	-1.070816786	0.903089987
NCI-H2228	0.903089987	0.903089987	0.256133843	0.903089987	0.595341752	0.903089987	0.903089987	0.903089987	0.903089987	-1.382063348	0.78737541	0.903089987	0.903089987	0.204169202	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.945324184	-0.709972175	-2.530249096	-1.170548779	-0.459342371
NCI-H226	0.903089987	0.903089987	0.518085302	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.680163753	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.603576128	0.903089987	-0.577742212	0.022309657
NCI-H2286	0.903089987	0.377822806	-0.737332192	0.903089987	0.297570807	0.780557112	0.154595969	0.903089987	0.903089987	-0.167068776	0.077283131	0.560329508	0.866853511	0.712707517	0.845184328	0.901198606	0.903089987	0.903089987	0.781631221	-1.461995117	-1.14023996	-2.358330105	-1.381636375	-1.444882603
NCI-H23	0.903089987	0.871510251	0.238947948	0.903089987	0.903089987	-0.674201222	0.903089987	0.903089987	0.649668118	0.155533651	0.554385146	0.903089987	0.903089987	0.903089987	0.903089987	0.85691958	0.903089987	0.903089987	0.903089987	-1.332073485	-0.658611631	-2.451338051	-1.18415874	-0.13136935
NCI-H2444	0.903089987	0.903089987	0.759528407	0.903089987	-0.573385709	0.903089987	0.826991036	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.242175497	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.571784503	-0.208499029	-1.43930517	-1.106668774	0.53555807
NCI-H2452	0.903089987	0.903089987	-0.632235382	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.718811974	0.766343855	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.829939862	-0.678455819	-2.148316679	-0.864985461	-0.16990418
NCI-H28	0.903089987	0.903089987	0.59887099	0.903089987	0.614835978	0.903089987	0.781771339	0.903089987	0.808337418	0.382686355	0.903089987	0.122723041	0.464165902	0.903089987	0.903089987	0.903089987	0.903089987	0.247627627	0.075955527	-0.828545491	-0.301364847	-1.402304814	-1.061155511	-0.027673561
NCI-H358	0.903089987	0.903089987	0.216685037	0.903089987	-1.072290317	0.741541939	0.903089987	0.903089987	0.832501738	0.124184075	0.73668506	0.828545508	0.453064424	0.903089987	0.903089987	0.5795969	0.241723331	0.323402991	0.328933743	-1.119378054	-0.478234903	-2.020042925	-1.040066753	0.217285465
NCI-H441	0.903089987	0.903089987	0.78882983	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.674032571	0.638439924	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.767934538	-0.700358474	-1.859458899	-0.916062791	-0.325531221
NCI-H460	0.903089987	0.846343508	0.860982556	0.903089987	0.903089987	0.903089987	0.886621175	0.903089987	0.797142575	0.838659555	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-1.19551368	-0.707313982	-1.537076629	-1.00555487	-0.606249719
NCI-H520	0.903089987	0.903089987	0.376615218	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.865792718	0.448107481	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-1.000090864	-0.64244282	-2.113884848	-1.227350275	-0.046794206
NCI-H522	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-1.098869719	-0.101741018	-1.953387518	-1.078908468	0.548887794
NCI-H650	0.903089987	0.903089987	0.369443313	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.89625498	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.513808827	-0.533494969	-2.594719566	-0.836538028	0.078223852
NCI-H661	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.066375192	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.538973894	0.903089987	0.903089987	0.903089987	0.903089987	-0.338767579	-1.195486983	-2.581186312	0.903089987
NCI-H727	0.903089987	0.903089987	0.903089987	0.903089987	-1.68735311	0.903089987	0.903089987	0.903089987	0.00618454	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.393133977	0.903089987	0.903089987	-0.45956919	0.875353049	0.903089987	-1.118637504	0.903089987
NCI-H747	0.903089987	0.903089987	0.903089987	0.903089987	-1.656530609	0.903089987	0.903089987	0.903089987	0.459749333	0.523562611	0.903089987	0.903089987	0.903089987	0.786608189	0.903089987	0.903089987	-0.785747539	0.903089987	0.903089987	-1.075099017	-0.247792209	-1.593070883	-1.447197611	0.025778858
NCI-H810	0.903089987	0.761743371	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.455646334	0.503314485	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.562150813	0.903089987	0.903089987	0.903089987	0.903089987	-0.330841783	-1.938956976	-1.924673234	0.903089987
NCI-N87	0.903089987	0.573252279	0.579276666	0.903089987	0.705422197	0.903089987	0.903089987	0.903089987	0.903089987	0.588043075	0.79500101	-0.828362315	-1.179755507	0.903089987	0.903089987	0.772070896	0.903089987	0.903089987	0.504868966	-2.202015876	-0.384888544	-2.096592171	-1.330572365	-0.462804869
NCO2	0.903089987	-2.119148694	0.002775356	0.400566085	-0.858834301	-0.055189195	0.903089987	0.903089987	0.214957145	-1.178045379	0.357467917	-0.87609357	0.865299035	-0.204736299	0.437206164	0.450148957	0.244211802	-0.069864399	0.445412172	-0.931774267	-0.891418099	-2.594719566	-1.574463954	-1.051054782
NUGC-3	0.903089987	0.903089987	0.191853549	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.46810877	0.833602554	0.564212331	0.382152632	0.903089987	0.852943331	0.658813665	0.903089987	0.30681757	-0.131716245	-1.212959755	-1.291090212	-2.602059991	-1.134022083	-0.938058875
NUGC-4	0.903089987	0.639160455	0.83148098	0.478496347	-1.952647006	0.903089987	0.205823758	0.903089987	0.903089987	0.903089987	0.803880829	-0.397116865	-0.765626202	0.903089987	0.903089987	0.903089987	-1.169901617	-0.191293124	-0.587529372	-1.700923047	-0.370075212	-2.480939719	-2.014485508	-0.955264773
OC316	0.903089987	0.903089987	0.481385142	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.806809621	0.903089987	-0.783118972	-0.53659212	-2.003804401	-0.920666144	-0.488903944
OCI-AML2	0.816216493	0.83238831	0.265907668	0.903089987	-2.602059991	0.903089987	0.184227969	0.903089987	0.903089987	-0.000680506	0.532956147	0.903089987	0.903089987	0.60233352	0.333443665	0.903089987	-1.891475634	0.903089987	0.903089987	-1.052515837	-1.089502861	-2.125019639	-1.691943143	-1.360340803
OCI-AML5	0.533623319	0.861276086	0.422128485	0.903089987	-0.56125017	0.903089987	0.763417903	0.903089987	0.092807841	-0.118119656	0.146246866	0.903089987	0.903089987	0.604888741	0.122416137	0.053645867	0.351250037	0.903089987	0.903089987	-0.51532327	-1.138645473	-2.602059991	-1.943627066	-1.316802309
OE33	0.903089987	0.903089987	0.297971098	0.903089987	0.082026626	0.903089987	0.903089987	0.903089987	0.758340854	0.415663779	0.903089987	0.438433756	0.548801066	-0.048261929	0.903089987	0.903089987	0.903089987	0.903089987	0.816776913	-1.232474035	-0.998322914	-2.594719566	-1.450927011	-0.749034074
ONS-76	0.903089987	0.903089987	0.620453432	0.903089987	-1.341727199	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.6237425	0.903089987	-0.498264145	0.903089987	0.903089987	0.194762329	-0.235845677	-1.927643484	-0.908123657	-0.549328606
OPM-2	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.176268808	-1.226936643	-0.605075513	-2.602059991	-0.783712755
