	AICAR	AKT inhibitor VIII	AS601245	AZD6482	AZD7762	AZD8055	BIBW2992	BMS-708163	Axitinib	BAY 61-3606	BMS-754807	BX-795	Bexarotene	Bicalutamide	Bleomycin	Bosutinib	Bryostatin 1	CCT018159	CCT007093	CHIR-99021	CI-1040	Cisplatin	Cytarabine	DMOG	LAQ824	NVP-BEZ235	Docetaxel	BIRB 0796	Doxorubicin	EHT 1864	Elesclomol	embelin	Epothilone B	etoposide	FH535	FTI-277	GSK-1904529A	GSK-650394	GW 441756	Gefitinib	Gemcitabine	IPA-3	JNK Inhibitor VIII	JNK-9L	KU-55933	LFM-A13	lenalidomide	CEP-701	OSI-906	MK-2206	Methotrexate	Midostaurin	Mitomycin-C	AMG-706	NSC-87877	NU-7441	ABT-263	Nilotinib	Nutlin-3	OSU-03012	Obatoclax Mesylate	AZD-2281	pac-1	PD-0325901	PD173074	PF-4708671	PF-562271	PLX4720	PD-0332991	Pazopanib	GDC-0449	AP-24534	QS11	RO-3306	RDEA119	AG-014699	SB 216763	SB590885	SL 0101-1	Camptothecin	GDC-0941	AZD6244	JNJ-26854165	shikonin	TW 37	17-AAG	temsirolimus	thapsigargin	Tipifarnib	ATRA	VX-702	ABT-888	Vinblastine	Vinorelbine	AUY922	Vorinostat	681640	ZM-447439
MEL-JUSO	4.869862154	0.838230042	0.561999209	1.00146418	-0.881799768	-0.092575515	1.749533171	1.804080124	0.99569089	0.437565588	-1.145463422	0.622499036	2.03172904	1.888244657	-0.964353503	0.310616968	-0.404282996	1.758619915	1.792190878	1.977513454	0.758745466	1.273315374	-1.066699775	2.439461637	-1.454566439	-1.021743347	-2.100869156	2.326049107	-1.838497093	1.768921814	-1.973133594	0.895117408	-3.032657087	-0.182368939	0.713269188	-0.735642303	1.007682629	0.671305484	1.641518922	1.703970903	-4.408059025	2.170558654	2.854483867	-0.544105842	2.692811232	2.974914595	2.018079164	-0.298582668	0.063555523	0.873431782	0.67616133	-0.307908708	-1.290276745	1.396096505	2.539704621	1.576299183	2.013241992	1.980380666	0.763098834	0.342074654	-1.60673454	2.094803365	0.693821916	-1.62095725	2.385295561	1.392534856	0.237771452	2.376019899	0.381709237	2.441837228	3.133465088	0.317752861	0.89770146	2.013245901	-0.278921288	1.522553503	2.838457966	2.797276426	3.02312302	-1.448342565	0.530470732	2.699994028	1.132526658	-0.267495435	-0.357947249	-1.924614649	-1.17626489	-3.731990634	-1.630067011	2.978661254	2.115562641	2.085795228	-1.756623897	-2.37106373	-1.774388279	0.590120211	2.095653713	1.238589188
MES-SA	3.790252107	0.445287778	0.669523139	2.109776587	-0.257531851	-0.122967442	1.589792278	0.643827672	0.413911305	-0.017767856	-0.058628886	0.462704724	3.193302181	2.163169133	0.223609977	0.50978268	-0.42041747	1.293461861	2.591782609	2.612762507	2.06639486	0.875795212	-0.112241672	3.027918065	-1.034723975	-1.339170487	-2.087319602	1.994027502	-1.00204983	2.431651719	-1.665003831	1.217941959	-2.704343487	-0.338931665	2.526621065	1.793560643	1.483060066	0.745423049	1.370618185	1.776374742	-3.043376343	1.377902172	2.743707505	-0.144542758	2.510506568	3.397943478	2.808071684	0.012810384	2.620908569	0.724241204	-0.745761364	-1.122394133	-0.838805917	2.309277089	2.501211363	1.372158193	2.360222003	2.424776403	1.012713062	1.686056256	-0.392492769	2.475702209	1.373396366	1.277161921	1.039793494	3.021424929	0.116217203	2.952669598	1.758325897	1.121711857	3.115288561	-0.616424559	1.455156211	1.594251614	1.262293849	2.517155183	2.756359816	2.50897264	3.037347033	-1.576577131	0.33116952	2.84244783	1.322847094	-1.383806405	-1.045081898	-1.780029764	-0.706802109	-4.571678168	0.663800875	2.343952897	2.464092214	2.857441847	-1.488582989	-2.50660617	-2.344818446	0.442653782	2.062275142	0.927167906
Mewo	3.342006349	2.142455892	1.736336699	1.745752639	-0.516684922	0.038412913	1.533198495	1.710686833	1.80963779	1.920637814	1.658848575	1.419761211	2.12931501	1.812584479	2.170150851	0.608911699	-0.394566091	1.077323486	2.162927666	1.998086418	0.080179882	1.22187797	0.093314684	2.361003733	0.017159409	-1.921123355	-2.203101208	2.634883731	0.539183982	1.423076615	-1.58026516	1.202186624	-0.119391027	0.832013985	1.456734437	1.682134576	1.524896956	2.52759649	1.590189657	0.786387441	0.926195955	3.175095254	2.420622811	-0.701610553	2.058311336	3.108704222	1.623115693	-0.143791863	2.203906824	1.854336247	0.572316308	1.109166392	0.980109272	1.256174206	1.296054165	2.020852569	1.446074245	2.095774447	2.136863048	1.673626313	0.695755395	2.352504156	2.294735172	-1.840078359	2.167975905	2.546071378	2.083211176	1.05905402	-0.028443683	2.16040702	2.30871598	1.771215323	2.714773503	2.537861909	-0.123386971	2.20506031	2.709028222	1.499769546	1.743211581	-1.328162859	0.53425778	-0.283157831	1.310620836	-0.286243493	-0.31503852	-0.967704953	-1.306040332	0.660186677	0.308942328	1.529489186	2.087811658	2.526404352	-2.039345696	-1.818640281	0.346871871	0.682818631	0.772543436	2.292041678
MFE-280	5.12196402	1.435740208	2.352212744	1.79941413	0.674344242	0.359068598	1.72447438	2.745005177	1.601680655	2.688347553	1.616784114	2.303476652	2.824459786	1.932887959	2.555132498	2.206341913	-0.642770599	2.772291899	2.704104625	2.305268116	1.749103654	2.654144257	1.67089851	3.013895999	-0.953560851	-0.447689427	-0.858659255	2.368145706	0.222226315	3.034400345	-0.924209927	1.19511935	-1.086146613	1.60746068	0.442310255	1.739550478	2.026755499	2.631641288	1.955351406	1.559607509	0.771137191	2.777285851	2.681007108	0.925739078	2.718403337	2.792775398	2.793585792	0.437632035	2.440029694	0.477206685	0.915708612	0.732047213	0.921620663	1.9408894	2.952058111	1.822588452	0.379776627	2.358298513	2.89698045	1.477207079	-0.016415897	2.681146516	1.74349865	1.046021277	1.447504811	2.402685146	1.328762185	2.63784171	2.66313893	1.785197434	2.974710911	-0.502335398	1.668944619	2.711622697	2.340098534	2.521662291	1.446481179	2.611765801	2.901299943	-1.129040142	0.543335403	2.659459153	2.246594932	0.694301377	0.661607688	0.257057601	0.410619787	-1.437021811	1.980567413	2.767764379	2.262165692	2.710991233	-0.605055598	-0.840651234	-0.447147427	0.76093431	2.140803402	2.534484401
MFH-ino	4.777236695	1.76009695	1.451602814	1.587975474	-0.229019115	-0.281184831	0.642215571	2.42835803	0.846388698	1.775078807	-1.145744845	0.795260946	0.858127678	1.914793513	-2.577400947	0.468998085	-0.436835539	1.835456163	2.785066671	2.117648991	0.644223314	0.733345753	-1.524660266	2.809149169	-1.469487929	-1.932807614	-2.760719688	2.460362493	-2.399377993	2.638065806	-1.654041804	0.746956543	-3.053118437	-0.124185639	-0.296086777	1.936431367	2.068024333	0.298109287	0.60440155	1.711748683	-2.780953034	2.843206542	2.613491253	0.015969008	2.913309054	2.749188735	2.31261551	-0.63571592	1.868331821	0.27283856	1.178950132	-0.758084036	-1.151158326	2.332472323	3.202307277	0.848731283	1.877578819	2.363920455	0.447010624	-0.119082244	-0.607452469	0.903051968	2.195064589	-1.416658177	2.247963828	1.790958785	0.968018948	2.920684678	0.457948765	1.305430583	3.095675822	-0.281071046	0.382181316	2.403004352	-0.186261955	2.208925097	2.746645073	2.456329635	2.853504098	-2.619479305	0.031741715	2.107522981	1.36437303	-0.063561169	-0.604948761	-0.629175879	-2.768131792	-2.878288416	-0.089107239	3.007687325	1.462974381	2.520946139	-1.873463445	-2.252100483	-1.888398832	0.126213794	1.564711337	1.620016568
MFM-223	2.483091295	2.838649924	2.396900343	2.735830245	-0.25440797	-0.435066657	1.695372741	2.811788376	-0.288441023	3.226460131	2.562504212	0.713017297	3.171387247	2.030271982	4.041064987	1.210307931	-0.141176542	1.653311755	2.754723819	2.304462066	2.821566951	1.910597794	0.272527605	4.591491117	-0.57558698	-0.965795795	-2.273965907	1.568018924	2.516277473	1.788968847	-2.139061012	1.886367637	0.247823632	3.053622219	2.473997168	1.877098489	2.359763822	3.508275123	0.820895178	1.689732558	2.312829183	2.104191943	2.690719669	0.771895469	2.657631641	3.76243294	2.777820902	-0.259868789	2.851169331	-0.152339213	1.287796055	2.164760823	1.016227807	1.191574639	2.891794106	2.246379522	0.482058623	2.300295445	2.904493745	3.338490735	0.528082112	2.410387358	2.677405069	0.772565151	-0.528671884	2.707888199	2.805693488	2.712531675	0.926265877	1.742517144	2.522101797	-0.089340889	3.248492758	2.459706274	1.212212747	2.628104828	2.564711731	2.710863985	2.808868615	-0.796066997	0.431474174	2.738246686	2.62911022	-0.046351816	-0.072156725	-0.391406165	-0.502473938	0.726879977	3.265998735	2.267753759	2.264040541	2.726938526	-1.910583463	0.624186704	0.526465234	1.028356784	2.122577365	2.282706952
MG-63	3.303331557	1.138681045	0.516803485	0.529397756	1.375980419	-0.562135143	0.73938375	1.638937041	1.959681757	1.707624188	-0.558742434	0.226771641	-0.103035063	2.052076171	0.173087631	2.220529446	-0.417889442	1.002663488	1.59129928	1.731895604	1.663414313	2.001816139	0.408215533	2.157713092	-1.281982155	-1.629941934	-2.719035235	2.73124803	-1.655951831	1.393468589	0.448891988	0.983957121	-3.783229565	0.071877474	0.77539458	1.193142007	1.21275214	1.222495537	1.893348052	1.489223573	-2.874576067	1.628401492	2.621900931	-0.174378355	1.671206424	2.668293137	2.536709292	-0.352044753	1.731142537	1.594860494	-0.705312479	-0.784176448	-0.645546175	0.873526023	2.760682339	0.559518953	2.324288477	1.800548441	2.696106224	0.398618059	-0.669953525	1.772739263	2.007223974	-0.48084173	0.468734034	1.485712302	-0.09346495	3.188268708	0.20901334	0.000631898	1.809553537	0.011213918	0.665322643	2.558192537	0.45055881	1.088758894	2.501173146	2.930006809	2.680620585	-2.116121144	-0.26671631	1.03073194	1.054641588	-0.590463303	-0.948930837	0.330638378	-0.871782765	-2.554181827	0.265031248	2.363097467	1.825719715	2.597767621	-1.849024826	-2.531972007	-1.727287305	0.870315719	1.714518613	1.311380417
MHH-CALL-2	2.96981815	1.304790651	1.492824256	2.028066634	-0.817900283	-0.198129486	1.696573999	2.450601725	1.724351474	0.482946127	1.250022365	2.504616232	2.245525705	2.048674515	0.262120924	1.774205007	-0.585910308	1.401599016	2.236738184	2.110803666	1.60250842	1.161064148	0.395442063	2.14553891	-1.862402369	-1.066015761	-0.341269038	2.703472727	-1.114670136	1.979039565	0.077801251	1.203825682	-2.067779239	0.169619497	1.350579947	1.747292505	1.929951856	1.76462279	2.349588302	0.917933503	-1.159091436	1.452588262	2.379455168	-0.305530287	2.280786502	2.980713821	2.210118104	-0.184866566	1.550366945	2.296043702	-0.851771344	0.353242005	-1.067040067	1.47611092	2.964220174	1.682799481	1.338184638	2.073412624	2.139538736	0.747554507	-1.381854688	2.249155098	0.769361318	0.11582547	1.674281664	1.627056916	1.30108163	2.049652373	2.269708084	1.746880423	2.693436181	0.14277736	1.54342288	2.11586187	0.556184874	2.229541056	2.772356609	2.280307041	2.570005781	-2.411265936	1.720413292	1.929140432	2.182090041	-0.378111117	-0.062906253	0.265604516	-0.768759428	-1.948726859	0.667069517	2.455746377	2.00285584	2.174181104	-1.6790728	-1.910056094	-1.042327222	0.273658073	1.607294345	2.29714985
MHH-ES-1	3.058599668	0.837859589	1.073485192	1.785891638	-0.85142608	-0.200566312	0.99458561	2.142379891	-0.039924257	1.042182983	-0.913431606	0.2515147	2.448262615	1.954295202	-1.360861325	0.324508311	-0.402433336	1.720330342	2.313701681	0.606967362	1.476622519	0.365376725	-1.330235312	2.059691959	-1.480742671	-1.346519618	-3.060296456	2.051750015	-1.665944947	0.85292483	-2.621054057	1.199953048	-3.049146814	-0.334687305	0.808356662	1.072802046	1.58039154	1.135017771	0.158162233	1.529286805	-4.274841364	3.186140231	1.489494573	-0.561739066	1.579858226	2.336994631	2.119264133	-0.672662654	0.748115675	0.670015629	-1.066973815	-0.603095627	-1.788815542	0.765001913	2.620852545	1.877589677	1.349330372	0.993891608	2.694966635	0.42251685	-0.729815808	-0.093982194	1.877407707	-1.017715266	1.43840721	2.332530518	0.254228607	2.54634368	-0.327872791	2.291518353	2.231593966	0.713427271	1.179106913	1.506072028	2.439432973	-0.752228878	2.536496487	1.580774153	2.972582	-3.902057747	0.32765434	2.53237981	0.328263221	-0.162056986	-0.932138407	-0.581159413	-2.050919644	-2.378446737	0.721401352	2.528115038	1.42362426	1.462336402	-2.603600631	-2.409643846	-1.898723749	-0.009574022	1.899367373	0.310515343
MHH-NB-11	3.04681943	2.461875575	2.184949002	1.70863388	-0.40927	1.523048599	1.206391898	2.242286296	0.431843758	1.926527282	0.333830442	0.928457761	1.918839835	2.295427438	0.302205987	0.118538073	0.118579765	1.476726711	2.30440691	2.25860882	0.835691591	0.684254842	-0.137946259	5.333001606	0.022442602	-0.20134283	-1.260517585	2.84283218	-0.657139232	1.211342855	-1.1603645	1.578185324	-1.819524939	0.295603842	1.315466694	1.741792741	2.11914861	3.32805377	1.747052047	1.444055644	-0.413450084	3.200567059	2.798053379	0.127073697	2.826622573	3.337433662	1.913203996	0.044542111	1.380561357	1.254483497	-0.387740719	1.939180886	-0.715451952	2.194383615	3.481920831	0.801212518	0.399947434	2.15130942	0.514318452	2.739624702	0.536645097	2.537921842	1.711987979	-0.154012115	2.348799189	2.195298546	0.8372772	2.830691478	-0.657196993	3.191727429	1.978709501	1.166183177	2.41678191	2.69344313	0.02566941	1.832601543	1.912991626	2.772344449	2.936281061	-3.07476932	0.955129088	1.258596266	1.537298424	0.264033239	-0.266548455	0.677114607	0.81333498	-1.346226469	2.179611088	2.158860498	1.885594158	1.364294423	-1.410555905	-0.608979883	-0.596021838	0.108323467	1.252745885	1.442151263
MHH-PREB-1	2.71565903	1.429134154	0.909259339	0.866815362	-1.052931771	-1.239439536	1.337997023	2.263494633	1.26431853	0.40625339	2.413605915	0.840335502	1.523224923	1.662726825	2.92231111	1.376330894	-0.769695333	0.953870068	2.516775175	2.323006006	2.798613185	2.285292742	-0.713277005	2.136607249	-2.152337829	-1.846172379	-1.207915837	2.950295744	-0.638619613	1.329879625	-1.729920433	1.035809277	-2.124500421	1.217001712	0.774635433	2.260513636	1.989865657	1.253786455	2.098295092	1.43169432	-0.605485549	0.539937918	3.027782565	-0.366378208	1.322013249	3.092501563	2.34628723	-0.853224928	2.058280502	0.41785383	-1.818254193	0.785290848	0.497945115	2.385065384	2.852054424	1.013318468	2.350405645	1.41516681	2.190235668	0.302057458	-2.853920153	2.427294008	1.257647332	1.288808396	1.616082729	1.658005175	0.941067501	2.364165397	-0.545735749	1.352353062	2.684155743	0.216094945	1.363519641	2.274821467	2.545574111	2.400958825	2.877187045	2.106655695	2.972443025	-1.48133114	-0.748740624	2.34104573	1.769594971	-0.599341151	-0.956454121	2.1344766	-1.877453742	-1.898745464	0.518473347	2.808116416	1.814363349	2.556696392	-2.489265225	-2.162180245	-1.031065912	-0.050613548	1.92253047	1.451452548
MIA-PaCa-2	3.53522353	1.981257072	-0.01077224	2.147573605	-0.854566898	-0.372533898	1.401497825	2.284126661	0.262332542	0.732395517	-0.597533617	0.353305944	1.021718158	1.891394161	-0.955678036	0.022179853	-0.591003131	0.645875805	2.837551159	0.245455858	-0.035992155	0.168893215	-0.413785794	2.143424803	-1.39147952	-1.414866278	-2.70668694	1.162336631	-1.465528901	1.764346956	-2.32184948	0.672085477	-2.881559522	0.425094388	-0.221388995	1.516281857	1.776073341	0.850316458	0.910181346	1.647449648	-1.631470651	1.258612769	1.75759498	0.145670621	1.233654734	2.778698177	1.851973251	-0.300004548	0.947192356	0.247729824	0.66800224	1.316809098	-0.559958025	1.329616877	2.734559092	0.773274354	1.053888088	0.697082599	2.685067761	1.274401979	-0.632878674	1.376313522	2.281509168	-1.947784694	1.678549041	2.230692805	1.187979549	1.231372082	0.270041703	0.7485491	1.472292169	0.005928988	0.948405341	1.021249989	-0.494185428	2.090924681	1.8464829	2.153626815	2.725511	-2.616924785	-0.045248708	1.589277639	1.108328638	-0.558313786	-0.319563434	-2.456495535	-0.980639546	-2.481861807	-0.494311374	2.62935299	1.60300395	1.91490035	-2.367972857	-2.234501133	-1.821232585	-0.112998213	1.470360427	0.386839124
MKN1	4.253809351	1.327062357	0.463012639	2.301280586	-0.455911924	0.477356517	0.540464717	2.550195872	1.676818812	0.86310339	1.604598245	1.474383297	1.894274402	2.052691566	-1.098823235	0.684768179	-0.465345234	1.299859019	2.170925198	1.566371645	1.97510616	1.624499356	0.240419779	3.341139932	-1.160652871	-2.553520397	-1.604382835	1.898133543	-2.006050944	2.492250131	-1.585458453	1.089959719	-2.577129948	-0.418293336	0.624376925	1.498027157	1.441271817	0.963109683	0.682839477	0.086312988	-1.105869663	2.32902967	2.58503237	-0.260369096	1.532882763	2.960330552	1.558873117	1.154551034	2.285217609	1.371287725	0.351488422	-0.053489446	-0.266952132	1.678278476	3.076955992	1.3923442	1.923342166	1.9768112	2.557841192	0.657824115	-0.517699	2.241948849	1.664338491	1.352105948	2.147206205	2.562160685	0.672711729	2.379124236	0.83419086	1.382739344	2.348519069	0.503085859	1.596471727	1.789880432	1.400717398	2.097838214	3.044074689	2.539498417	2.393290488	-1.421191777	0.705801495	1.658600981	1.680169828	-0.627525126	-0.205323574	-0.230746738	-0.169649756	-1.323962363	0.273547762	1.865520633	2.168845362	2.11694196	-1.995693021	-1.92906139	-1.307114343	1.958145657	1.378644815	1.553751482
MKN28	2.831803272	1.101469391	1.168325552	2.216169393	0.060568446	0.12859503	0.92558968	2.029457245	1.398236708	0.652561768	0.430224274	0.902503454	1.42391046	1.979076914	-2.96660741	0.571800366	-0.166592323	1.975003666	2.170700668	0.948665049	0.950241972	1.806196441	0.219868964	3.048508835	-1.425321049	-0.620763161	-2.147358208	2.049305372	-1.496141016	1.715583503	-2.279785019	1.000542828	-3.335711251	0.40597631	0.640432358	0.578810748	1.345657109	1.06958045	1.63874074	0.392132305	0.061165601	1.236959281	2.510777134	-0.52192816	2.04857706	2.680024299	2.216474004	0.430090077	1.191671921	0.79681268	0.06900201	0.078515231	-0.638094551	1.25920645	1.240482277	1.642672843	0.93406016	2.09183279	2.610025149	-0.363844968	-0.753170862	2.757104621	1.270012565	-0.174050028	2.265558835	1.754358183	0.91624236	2.731304054	0.967199435	1.974260154	2.476389697	0.099115555	0.237389707	2.215022592	0.416053245	1.986365678	2.287397333	2.503110533	2.907797857	-1.047360641	0.84313453	2.443386356	0.936004062	-0.209803756	0.053882482	-0.147213669	-0.496346477	-2.009211739	0.157725767	2.571617882	2.327600407	2.504009523	-1.640076196	-2.321358293	-1.521173315	0.313932372	1.97238487	2.422694396
MKN45	4.926283521	1.981069891	1.220859116	2.57737551	-0.553151761	0.267135571	1.325414209	2.058297873	1.06778638	1.57879985	-0.180544902	2.136360135	2.746470921	0.842640303	-1.605417759	0.856547281	-0.176302279	2.462863595	2.505047487	2.015291428	0.975461453	0.998115122	-0.175847139	4.446035472	-1.021170513	-0.72061309	-2.236567072	3.018318854	-1.088781043	2.365192069	-1.542474157	0.901965363	-2.358661583	0.272674396	0.333209835	1.826620008	1.510813655	1.554960123	1.704564583	1.408773995	-1.751273389	2.207406804	2.873473827	-0.00282248	2.585140075	3.018806567	2.485310105	0.041858171	1.890702764	1.418181699	-0.059338958	-0.377459666	-0.782398447	2.203793473	2.096398962	1.787203875	2.146970818	2.006388825	0.917296393	0.413705883	0.299112507	2.639264893	0.682764344	-0.863016104	1.071855285	1.904809518	0.952338746	2.700425282	1.35564761	2.87075775	2.493834437	0.436743903	1.025691518	2.733757818	-0.177758995	1.708021133	2.664919537	1.741155736	2.967077317	-1.945374359	1.026151244	0.72061284	1.556074957	-0.215817431	-0.471402774	-1.085195074	-0.222548561	-1.595233553	0.445300807	2.342626996	1.3855514	2.43375935	-1.618423576	-2.640779278	-0.685295412	0.660611417	-0.069529678	2.111199284
MKN7	3.313798488	1.53106213	1.531823811	1.342686535	0.0844959	0.085299345	0.371685721	2.206055279	2.222477691	1.465065629	0.737856121	1.062748129	2.166492635	1.948376803	0.594050866	1.443229616	-0.623484666	1.464564767	1.695819196	2.262715958	1.176361303	1.302053075	1.308166638	2.696354195	-1.272955824	-0.907164303	-1.797712064	2.876409658	-0.873441289	2.611161263	-1.214643927	1.534686688	-2.347337107	0.854982953	1.068903921	1.070169476	1.544894308	2.24478177	2.30170169	0.419539761	-1.084574406	2.854552418	2.62040305	0.058036872	1.847307191	2.658632034	2.733496807	0.257972659	1.735826186	1.748408783	1.08148837	0.394755604	-0.323405746	2.055874076	3.062527126	1.456311869	1.203390923	2.182635081	2.927487032	1.366266014	-0.508680866	2.669908278	1.379336216	-0.085579465	1.166358198	1.960732749	0.987686182	2.656094239	2.643276906	1.866508056	1.591152054	1.035176658	2.320997993	2.133582822	0.80221791	1.602412876	1.580821491	1.839358299	2.906751642	-0.840943514	0.43257511	1.411473569	1.467131882	-0.14541931	0.650211367	1.040462308	0.789258128	-2.249346958	0.801895028	2.763425343	2.276793599	2.716687874	-1.115272572	-1.441794716	-1.448485465	0.777281589	1.837208976	1.261231565
ML-2	4.364480614	1.385618282	2.567793919	1.457214337	-0.487651468	0.231059865	1.538838678	2.764657871	1.730145831	1.122926578	-1.432330128	1.283756682	1.21809266	2.231192244	-0.880538576	2.081696791	-1.858838578	2.229643984	2.38116542	2.782887381	0.122035881	1.025936026	-0.435289016	2.250820183	-0.641315278	-0.272083756	-1.478694538	3.049273628	-0.869144861	2.370204696	1.288391907	1.094606235	-2.608502947	-0.748436184	0.89594691	2.138585026	1.973274305	2.328907199	2.430622441	1.537036356	-1.589366669	1.421886648	2.367939416	-0.153587375	2.680087272	2.539054047	2.037218522	-0.613598605	-0.798704902	2.23162263	-1.065204933	-0.097674132	-2.05643171	1.695439622	2.890383083	2.145561098	-1.051795222	1.349648276	0.916767856	0.985440671	-0.640375031	1.456815216	0.711672287	-0.646205434	2.140323072	1.926564631	0.222201126	1.764976683	1.874091	1.714719257	2.493275935	-0.001087908	1.271553876	2.623282856	0.335265351	2.673912907	2.437037839	2.324498242	2.967500754	-1.973429783	0.025541727	2.219627416	1.851628421	-0.20919444	-0.001272049	0.551794591	0.213371919	-1.268433905	-1.865090681	2.51951123	1.548050498	2.317293731	-2.072973118	-2.364264416	-1.435166071	0.398631956	2.035008832	0.893943076
MMAC-SF	4.495937211	1.981197574	2.731369633	1.118889268	2.013870416	0.289841066	1.284672175	1.178497597	2.098358499	1.558116576	0.501018618	2.413364013	2.886800588	1.870598838	1.328930257	1.374584596	-0.30001888	1.895807461	1.934263369	2.416959971	-0.959646185	2.725297762	1.077466804	2.944852297	-1.239500772	-0.531331162	-2.138664067	2.180536135	-0.972746244	1.974872075	-1.074217847	1.428571309	-1.637525584	0.837306298	0.59298004	1.848210523	1.873671472	1.623849217	1.735203191	1.069119664	0.249590776	3.158168626	2.002790261	0.393934627	2.004311161	2.219942279	2.626395011	-1.142060725	0.95892265	1.618550879	1.291217427	0.608362316	0.005021747	1.808851283	2.877552721	1.92841516	0.986211544	1.672053733	1.016870997	2.107345355	-1.115317305	2.614800651	1.758645104	-1.90104292	1.128872938	1.239868185	1.798641454	-0.163587874	1.591184621	2.546804032	2.141775353	0.144868913	1.234767831	1.611972566	-0.733506113	1.684435034	3.050288574	1.345366012	2.823186435	-1.415702295	1.31295881	0.381724093	1.593717431	-0.123804328	0.497467392	-0.97752826	0.001903078	-1.548789667	1.136805761	2.631316436	1.100497874	2.509906808	-1.821395011	-1.689183176	-1.366866749	0.630284199	2.138026089	1.361739902
MN-60	4.138511115	1.599065334	2.894019431	2.387517027	1.15964748	0.56109631	1.600508929	2.766844543	2.268815609	1.138344033	1.55620872	2.443327292	2.752339108	2.304571508	0.607629227	2.005117645	-0.269772006	2.767303593	2.89779649	2.595439369	2.804986022	2.868228853	1.440480966	2.168197829	-1.167803096	-0.819698263	0.12342128	2.978424998	-0.217980218	2.504481167	-0.727479304	1.590415925	-0.537025973	1.470575403	1.431660445	2.186254925	1.991397414	3.358692377	2.156274274	1.716170669	0.386421767	2.028096166	3.168223846	-0.048578444	2.893097424	2.27981542	2.00695862	0.370065368	1.23627657	2.144255609	1.324255077	0.263611105	0.101514598	2.270220117	3.038725918	2.461567226	2.442102147	2.188118917	2.050734635	0.850509285	-1.004478404	2.389119089	1.738324465	1.550789159	2.099985801	3.064905623	1.250264326	3.103384549	2.658776442	1.729558231	2.687654419	0.15568328	1.796982015	2.591016514	2.753889973	2.775680699	2.990254311	2.62977165	3.164705193	-0.569704896	0.875879465	2.608332269	2.756979978	-0.458575018	0.226236156	2.147542784	-0.159436019	-1.159682223	2.297732673	2.577137765	2.11542801	2.473421294	-0.380623936	-0.775727249	-0.615489088	0.657482325	2.371353839	2.550783473
MOLT-16	2.71374466	1.436832257	1.521870241	-0.303684325	-0.796046585	-0.027588557	0.31689122	1.769314851	1.500310243	0.254961281	0.84611353	0.5012818	1.808145671	2.109146822	-0.10521691	-0.348701988	-0.122660003	1.623103126	0.5423248	2.018044166	0.778897165	0.760310229	-1.488795793	2.136004619	-2.00199628	-1.765675897	-2.605002533	3.06225165	-1.525530124	0.605388702	-2.556480982	0.870175219	-2.401051691	-0.475747149	1.105286875	1.589095994	1.859308389	1.743190552	2.226074083	0.821133171	-2.325007094	1.26629244	2.404730673	-0.324272272	2.901035458	2.881788533	2.619129264	-1.569383043	1.771317028	-0.518276177	-2.129761465	0.3335754	-2.026572915	1.961056733	2.923025157	2.030634618	-0.18532301	1.087984113	0.251891668	0.671074183	-1.52860063	0.761031158	0.485296581	1.058228861	1.078066564	1.840408506	1.140543106	2.092235816	-0.587561782	2.097093674	1.452562605	-0.247728691	1.298356842	1.70843545	2.503160911	2.210527724	3.107547261	1.320111474	2.703764573	-3.256139381	1.614407655	1.083364088	1.449399045	-0.222391562	-0.408063979	1.518585789	-3.279314203	-1.756244896	0.406117578	1.077051184	1.226268253	2.135793381	-2.835705408	-2.167499978	-1.10813116	-0.358769803	0.153620381	-0.214944499
MOLT-4	2.906767711	1.583633114	2.568318113	1.476001478	-0.727712085	-0.371161962	1.65947917	2.322467967	0.709022657	0.764095106	1.585446293	0.359164142	1.69003309	2.190833258	0.248790805	0.508425944	-0.055391655	1.196477823	2.249228289	2.38239317	1.303623484	1.455911884	-1.031512367	2.856127671	-1.712124782	-1.344189194	-1.943642393	3.145891121	-1.64093523	1.621439385	-0.288158297	1.026039388	-2.59933803	-0.379304983	1.568242586	1.345974144	2.065368187	1.62117874	1.912485672	1.518067241	-1.185200498	1.146160465	2.894306499	-0.145244578	1.887573672	2.534864409	2.739185196	-0.962059559	1.605198875	-0.277373028	-1.694193197	0.828449296	-4.488426956	2.359855024	3.257407087	2.265322578	-0.670270994	0.769745711	0.887401732	0.615957258	-0.32116989	1.547607083	0.934405858	1.439953299	2.314009596	1.915691634	0.416160516	2.896172228	-0.257768541	2.875525	2.4880188	0.854552566	1.288922181	2.578707739	2.644664477	2.283551655	2.677277387	3.022580586	3.102379591	-2.689999175	-0.603883437	2.637418273	1.092319241	-0.38709058	-0.332831565	1.417526332	-1.295944288	-1.403377452	0.690842655	2.427312683	2.344527903	2.851316991	-2.277295209	-2.176617496	-1.318478961	-0.235944809	2.193508512	0.028074532
