	AICA_Ribonucleotide	AKT_inhibitor_VIII	AS601245	AZD6482	AZD7762	AZD8055	Afatinib	Avagacestat	Axitinib	BAY-61-3606	BMS-754807	BX795	Bexarotene	Bicalutamide	Bleomycin	Bosutinib	Bryostatin_1	CCT-018159	CCT007093	CHIR-99021	CI-1040	Cisplatin	Cytarabine	DMOG	Dacinostat	Dactolisib	Docetaxel	Doramapimod	Doxorubicin	EHT-1864	Elesclomol	Embelin	Epothilone_B	Etoposide	FH535	FTI-277	GSK1904529A	GSK650394	GW441756	Gefitinib	Gemcitabine	IPA-3	JNK_Inhibitor_VIII	JNK-9L	KU-55933	LFM-A13	Lenalidomide	Lestaurtinib	Linsitinib	MK-2206	Methotrexate	Midostaurin	Mitomycin-C	Motesanib	NSC-87877	NU7441	Navitoclax	Nilotinib	Nutlin-3a	OSU-03012	Obatoclax_Mesylate	Olaparib	PAC-1	PD0325901	PD173074	PF-4708671	PF-562271	PLX-4720	Palbociclib	Pazopanib	Pictilisib	Ponatinib	QS11	RO-3306	Refametinib	Rucaparib	SB216763	SB590885	SL0101	SN-38	STF-62247	Selumetinib	Serdemetan	Shikonin	TW_37	Tanespimycin	Temsirolimus	Thapsigargin	Tipifarnib	Tretinoin	VX-702	Veliparib	Vinblastine	Vinorelbine	Vismodegib	Vorinostat	Wee1_Inhibitor	ZM447439
JNK-9L	0.379912664	0.601010101	0.669767442	0.533333333	0.495454545	0.622881356	0.633466135	0.510822511	0.601731602	0.596837945	0.695067265	0.615384615	0.28125	0.441964286	0.477192982	0.514925373	0.208695652	0.453815261	0.241706161	0.67281106	0.434977578	0.021978022	0.279411765	0.137755102	0.639423077	0.64953271	0.335820896	0.627615063	0.292418773	0.611607143	0.421319797	0.156862745	0.323770492	0.267657993	0.381818182	0.457777778	0.610108303	0.576271186	0.6	0.629032258	0.27804878	0.283842795	0.526530612	1	0.382882883	0.386792453	0.460093897	0.498098859	0.703703704	0.64	0.636752137	0.526923077	0.294642857	0.660465116	0.5256917	0.361111111	0.464285714	0.727699531	0.438247012	0.631067961	0.572164948	0.476415094	0.444954128	0.447004608	0.599156118	0.738916256	0.718309859	0.605042017	0.689320388	0.71627907	0.718614719	0.712389381	0.398467433	0.59009009	0.395061728	0.545454545	0.564444444	0.638655462	0.263358779	0.502008032	0.666666667	0.592885375	0.68556701	0.258333333	0.340425532	0.28	0.270833333	0.175213675	0.639269406	0.2	0.631067961	0.596412556	0.473684211	0.461805556	0.545064378	0.430051813	0.447761194	0.611764706
KU-55933	0.188340807	0.407407407	0.350877193	0.492385787	0.463157895	0.443478261	0.40234375	0.354545455	0.3930131	0.384313725	0.272373541	0.36	0.48427673	0.439153439	0.302816901	0.375968992	0.359281437	0.400900901	0.445205479	0.289256198	0.386597938	0.015037594	0.24260355	0.178082192	0.380952381	0.35426009	0.461904762	0.426160338	0.461904762	0.527093596	0.467948718	0.302816901	0.387755102	0.44278607	0.367567568	0.465608466	0.362068966	0.371794872	0.344036697	0.400793651	0.226744186	0.537974684	0.398268398	0.382882883	1	0.357541899	0.397849462	0.350393701	0.337552743	0.378109453	0.344129555	0.373015873	0.350282486	0.342105263	0.431623932	0.707602339	0.465437788	0.337552743	0.448598131	0.3507109	0.403314917	0.431693989	0.491525424	0.39893617	0.401709402	0.307359307	0.329113924	0.324	0.356164384	0.341772152	0.378486056	0.3125	0.447004608	0.411214953	0.432835821	0.336244541	0.331858407	0.400826446	0.473684211	0.441964286	0.358851675	0.28	0.339805825	0.459302326	0.434210526	0.402366864	0.403314917	0.317647059	0.339130435	0.316546763	0.363636364	0.309012876	0.382022472	0.37037037	0.391891892	0.363636364	0.33201581	0.417322835
LFM-A13	0.235294118	0.488235294	0.378504673	0.494680851	0.514285714	0.345991561	0.362204724	0.357142857	0.410138249	0.36	0.377192982	0.429268293	0.359756098	0.588957055	0.265957447	0.341176471	0.23699422	0.342342342	0.356164384	0.377880184	0.532934132	0.033898305	0.25477707	0.186567164	0.481283422	0.402912621	0.36744186	0.371308017	0.306666667	0.394366197	0.51048951	0.28358209	0.282178218	0.264840183	0.437125749	0.526011561	0.321799308	0.368888889	0.473684211	0.333333333	0.253164557	0.314285714	0.441860465	0.386792453	0.357541899	1	0.54375	0.392405063	0.375565611	0.434782609	0.411504425	0.376033058	0.284090909	0.443349754	0.341666667	0.303738318	0.418604651	0.420560748	0.356164384	0.462365591	0.50625	0.439306358	0.434285714	0.582278481	0.357758621	0.376190476	0.417840376	0.388646288	0.463917526	0.361607143	0.326693227	0.386266094	0.433333333	0.42364532	0.455026455	0.457711443	0.454545455	0.347107438	0.296116505	0.415525114	0.411458333	0.424369748	0.421621622	0.344632768	0.427272727	0.382716049	0.275132275	0.212643678	0.418269231	0.297709924	0.47826087	0.438423645	0.338345865	0.337078652	0.443902439	0.696	0.408695652	0.366141732
Lenalidomide	0.257009346	0.616766467	0.418181818	0.602150538	0.668639053	0.360323887	0.412451362	0.451923077	0.552884615	0.463114754	0.46460177	0.497584541	0.445783133	0.541899441	0.340501792	0.359848485	0.269230769	0.363636364	0.352201258	0.410714286	0.605882353	0.02962963	0.258823529	0.205479452	0.563829787	0.5	0.453271028	0.449152542	0.382222222	0.447004608	0.532894737	0.268456376	0.308056872	0.324324324	0.468571429	0.713414634	0.445652174	0.490825688	0.659217877	0.357414449	0.257309942	0.327956989	0.440528634	0.460093897	0.397849462	0.54375	1	0.542222222	0.465753425	0.510752688	0.534246575	0.5625	0.45508982	0.58974359	0.389344262	0.429951691	0.533333333	0.573529412	0.433789954	0.545454545	0.474285714	0.63190184	0.497206704	0.62804878	0.383333333	0.471153846	0.56372549	0.515837104	0.505	0.443946188	0.440329218	0.545454545	0.507109005	0.492682927	0.397129187	0.64021164	0.596858639	0.405737705	0.333333333	0.506912442	0.461928934	0.495798319	0.530054645	0.408839779	0.45814978	0.43452381	0.357894737	0.252747253	0.5	0.280821918	0.570652174	0.592783505	0.429118774	0.416666667	0.534313725	0.635714286	0.522321429	0.433070866
Lestaurtinib	0.391304348	0.521551724	0.452205882	0.536290323	0.471774194	0.496428571	0.517006803	0.415441176	0.567567568	0.538461538	0.522058824	0.471910112	0.392241379	0.453441296	0.493464052	0.468438538	0.281632653	0.436823105	0.262711864	0.461538462	0.447154472	0.018348624	0.308370044	0.15625	0.64628821	0.607438017	0.486792453	0.512455516	0.417266187	0.556862745	0.362068966	0.219730942	0.380769231	0.370909091	0.333333333	0.555555556	0.539936102	0.563218391	0.674008811	0.471571906	0.29004329	0.299212598	0.474820144	0.498098859	0.350393701	0.392405063	0.542222222	1	0.609561753	0.516666667	0.617760618	0.882608696	0.369747899	0.572	0.496453901	0.419475655	0.472727273	0.603174603	0.407801418	0.569620253	0.508849558	0.497854077	0.415322581	0.50862069	0.456140351	0.525490196	0.546153846	0.514492754	0.505882353	0.488970588	0.503472222	0.602272727	0.432142857	0.562248996	0.409774436	0.723684211	0.630252101	0.537906137	0.344322344	0.64	0.454901961	0.59057971	0.557939914	0.357429719	0.452631579	0.378723404	0.342519685	0.290456432	0.561264822	0.210762332	0.537190083	0.613168724	0.628571429	0.643884892	0.523076923	0.424657534	0.649805447	0.546712803
Linsitinib	0.405172414	0.618811881	0.684931507	0.504237288	0.454935622	0.630705394	0.596958175	0.489626556	0.596638655	0.669354839	0.67965368	0.581896552	0.314159292	0.405063291	0.486206897	0.540740741	0.205020921	0.425287356	0.236363636	0.711009174	0.398305085	0.020833333	0.260465116	0.099056604	0.655660377	0.762135922	0.333333333	0.564705882	0.295774648	0.606060606	0.380952381	0.177033493	0.332	0.290441176	0.359307359	0.420168067	0.61130742	0.653679654	0.677725118	0.610894942	0.259259259	0.30472103	0.505882353	0.703703704	0.337552743	0.375565611	0.465753425	0.609561753	1	0.648780488	0.708695652	0.602362205	0.276595745	0.69124424	0.552941176	0.342205323	0.398523985	0.76635514	0.421455939	0.579908676	0.52173913	0.441964286	0.444444444	0.421052632	0.627615063	0.78817734	0.701357466	0.619834711	0.696682464	0.707207207	0.674897119	0.711206897	0.404494382	0.627802691	0.374015748	0.588744589	0.601769912	0.659751037	0.262962963	0.58677686	0.63507109	0.607003891	0.702020202	0.273469388	0.356643357	0.278969957	0.26	0.197478992	0.69266055	0.207920792	0.601851852	0.656108597	0.503496503	0.491349481	0.522633745	0.395121951	0.513307985	0.59469697
MK-2206	0.305936073	0.688235294	0.574162679	0.551724138	0.533333333	0.534782609	0.513944223	0.504716981	0.603773585	0.51417004	0.589041096	0.549763033	0.352631579	0.45049505	0.371929825	0.480314961	0.203883495	0.469026549	0.267759563	0.600961538	0.457286432	0.04	0.290502793	0.135294118	0.645502646	0.664948454	0.372384937	0.574561404	0.317269076	0.576190476	0.515151515	0.177142857	0.325791855	0.285123967	0.405128205	0.482587065	0.464788732	0.554545455	0.635416667	0.508064516	0.288888889	0.32	0.515418502	0.64	0.378109453	0.434782609	0.510752688	0.516666667	0.648780488	1	0.561946903	0.535564854	0.287128713	0.64321608	0.489539749	0.360869565	0.436440678	0.625	0.484304933	0.681318681	0.598837209	0.598870056	0.532258065	0.463917526	0.558035714	0.606965174	0.6	0.530434783	0.62244898	0.614285714	0.561702128	0.630136986	0.43776824	0.591133005	0.373333333	0.602941176	0.60199005	0.558441558	0.275423729	0.556561086	0.605263158	0.486055777	0.677966102	0.295238095	0.375494071	0.30964467	0.279069767	0.183574879	0.645	0.236363636	0.672131148	0.582524272	0.471698113	0.458955224	0.578947368	0.490909091	0.49790795	0.505928854
Methotrexate	0.438818565	0.554545455	0.6	0.644444444	0.532467532	0.6	0.587591241	0.502008032	0.605691057	0.67578125	0.67219917	0.646551724	0.368421053	0.426229508	0.592857143	0.486206897	0.267782427	0.387096774	0.247826087	0.65106383	0.455696203	0.019323671	0.288288288	0.180952381	0.598253275	0.643478261	0.423791822	0.527675277	0.348591549	0.556451613	0.392694064	0.225352113	0.354085603	0.288732394	0.326612903	0.568888889	0.635416667	0.661087866	0.662162162	0.571428571	0.275555556	0.270916335	0.564705882	0.636752137	0.344129555	0.411504425	0.534246575	0.617760618	0.708695652	0.561946903	1	0.623076923	0.363636364	0.713004484	0.505494505	0.357933579	0.498098859	0.762331839	0.445692884	0.529661017	0.473214286	0.488986784	0.440677966	0.486842105	0.62248996	0.695067265	0.7	0.621513944	0.734883721	0.614754098	0.568773234	0.709543568	0.439114391	0.594936709	0.373584906	0.605042017	0.5907173	0.583969466	0.323420074	0.55859375	0.565217391	0.633587786	0.578475336	0.329268293	0.419014085	0.366812227	0.341463415	0.234567901	0.64806867	0.227488152	0.66359447	0.671052632	0.508474576	0.496644295	0.571428571	0.447115385	0.518382353	0.657794677
Midostaurin	0.381322957	0.561403509	0.463235294	0.56097561	0.489878543	0.523465704	0.559027778	0.421245421	0.585271318	0.576512456	0.533088235	0.488721805	0.381355932	0.43083004	0.503267974	0.503378378	0.273092369	0.437275986	0.264705882	0.472527473	0.453441296	0.018099548	0.287553648	0.159292035	0.623931624	0.633333333	0.464944649	0.539568345	0.417857143	0.57480315	0.369098712	0.211453744	0.355805243	0.362007168	0.329457364	0.568376068	0.600660066	0.556818182	0.68722467	0.511945392	0.270042194	0.295719844	0.501818182	0.526923077	0.373015873	0.376033058	0.5625	0.882608696	0.602362205	0.535564854	0.623076923	1	0.4	0.590361446	0.496478873	0.446969697	0.52238806	0.628	0.438848921	0.588983051	0.50877193	0.517241379	0.410358566	0.483193277	0.477031802	0.537254902	0.557692308	0.519855596	0.529644269	0.5	0.524475524	0.619771863	0.458483755	0.568	0.410447761	0.714285714	0.622406639	0.56	0.330935252	0.625984252	0.455252918	0.578571429	0.570815451	0.347826087	0.458041958	0.3625	0.338521401	0.276422764	0.57312253	0.197368421	0.556016598	0.625514403	0.657039711	0.64874552	0.528735632	0.412556054	0.648648649	0.601423488
Mitomycin-C	0.347826087	0.345945946	0.238297872	0.435233161	0.388297872	0.285714286	0.300380228	0.300925926	0.307359307	0.328063241	0.29707113	0.278761062	0.288235294	0.287878788	0.342205323	0.270676692	0.363636364	0.27826087	0.220125786	0.25	0.340425532	0.035087719	0.35915493	0.313559322	0.325242718	0.266666667	0.394230769	0.304878049	0.324200913	0.296460177	0.325	0.37704918	0.342105263	0.281690141	0.222797927	0.436464088	0.317073171	0.316017316	0.359605911	0.272727273	0.337931034	0.195767196	0.330434783	0.294642857	0.350282486	0.284090909	0.45508982	0.369747899	0.276595745	0.287128713	0.363636364	0.4	1	0.325688073	0.223076923	0.348039216	0.368181818	0.315789474	0.356481481	0.300970874	0.316666667	0.368715084	0.349726776	0.351648352	0.285123967	0.261061947	0.324444444	0.297520661	0.314553991	0.248962656	0.27027027	0.291497976	0.343891403	0.266666667	0.302884615	0.331797235	0.327102804	0.303643725	0.276699029	0.348017621	0.241860465	0.288461538	0.282178218	0.29281768	0.29707113	0.582733813	0.490566038	0.389261745	0.276315789	0.307086614	0.307317073	0.333333333	0.359073359	0.352490421	0.280701754	0.324840764	0.300813008	0.319230769
Motesanib	0.375545852	0.612244898	0.657407407	0.622641509	0.6	0.528	0.573076923	0.513043478	0.684931507	0.686192469	0.668141593	0.719806763	0.368421053	0.45045045	0.494661922	0.47810219	0.242152466	0.393822394	0.292079208	0.660550459	0.519047619	0.022099448	0.256038647	0.144329897	0.691542289	0.717073171	0.39453125	0.564516129	0.322222222	0.565217391	0.445595855	0.205128205	0.336099585	0.278195489	0.364864865	0.54245283	0.600719424	0.678733032	0.75	0.538167939	0.254807692	0.268398268	0.573839662	0.660465116	0.342105263	0.443349754	0.58974359	0.572	0.69124424	0.64321608	0.713004484	0.590361446	0.325688073	1	0.498054475	0.379032258	0.502040816	0.781553398	0.445783133	0.587677725	0.543147208	0.514563107	0.440366972	0.534313725	0.608510638	0.708737864	0.798029557	0.708520179	0.743718593	0.695852535	0.596774194	0.746606335	0.42745098	0.668246445	0.352	0.655813953	0.679425837	0.574898785	0.284046693	0.560669456	0.653465347	0.654320988	0.706806283	0.320175439	0.417293233	0.34741784	0.282700422	0.207048458	0.680751174	0.245989305	0.753926702	0.731707317	0.518115942	0.505376344	0.624434389	0.486486486	0.548	0.607843137
NSC-87877	0.250909091	0.425619835	0.488461538	0.468503937	0.39453125	0.556818182	0.536842105	0.401486989	0.57312253	0.505226481	0.424561404	0.452830189	0.357758621	0.468619247	0.373088685	0.544483986	0.209486166	0.488549618	0.244635193	0.448148148	0.359375	0.014218009	0.204166667	0.096069869	0.543933054	0.56147541	0.363957597	0.579545455	0.368794326	0.607438017	0.356828194	0.189189189	0.33460076	0.351648352	0.389121339	0.418326693	0.519230769	0.509433962	0.518367347	0.542857143	0.193415638	0.497674419	0.477941176	0.5256917	0.431623932	0.341666667	0.389344262	0.496453901	0.552941176	0.489539749	0.505494505	0.496478873	0.223076923	0.498054475	1	0.426923077	0.412811388	0.5	0.389285714	0.504132231	0.460526316	0.386178862	0.478448276	0.390243902	0.541666667	0.48828125	0.509578544	0.474820144	0.463035019	0.613821138	0.539855072	0.471631206	0.46641791	0.56147541	0.462151394	0.498054475	0.496062992	0.531135531	0.324723247	0.601593625	0.506224066	0.431893688	0.563876652	0.369294606	0.492647059	0.269076305	0.275862069	0.197628458	0.477099237	0.196347032	0.450199203	0.41697417	0.529010239	0.516891892	0.545816733	0.351111111	0.558052434	0.540350877
NU7441	0.18503937	0.378995434	0.365079365	0.473214286	0.502392344	0.483870968	0.42599278	0.341365462	0.448979592	0.462406015	0.287234043	0.395918367	0.519553073	0.387387387	0.335526316	0.396428571	0.355670103	0.451882845	0.444444444	0.288888889	0.380090498	0.01183432	0.21182266	0.142857143	0.399141631	0.379591837	0.504385965	0.47826087	0.580645161	0.478632479	0.387434555	0.292397661	0.419354839	0.51627907	0.307692308	0.462616822	0.481099656	0.457142857	0.405982906	0.40942029	0.199029126	0.508108108	0.447580645	0.361111111	0.707602339	0.303738318	0.429951691	0.419475655	0.342205323	0.360869565	0.357933579	0.446969697	0.348039216	0.379032258	0.426923077	1	0.468879668	0.368217054	0.472340426	0.365957447	0.361502347	0.453658537	0.485148515	0.390697674	0.433070866	0.305019305	0.35	0.390151515	0.326693227	0.351145038	0.399267399	0.372693727	0.446280992	0.438297872	0.414847162	0.395918367	0.381147541	0.453488372	0.549019608	0.495833333	0.344537815	0.319727891	0.362445415	0.551351351	0.538135593	0.385786802	0.394230769	0.347150259	0.349019608	0.265895954	0.38362069	0.347826087	0.505576208	0.492647059	0.408163265	0.338461538	0.44015444	0.47761194
Navitoclax	0.229323308	0.497716895	0.439688716	0.547826087	0.634615385	0.402135231	0.441780822	0.512605042	0.517928287	0.416382253	0.394265233	0.483870968	0.373271889	0.598086124	0.402597403	0.413559322	0.284444444	0.332142857	0.338235294	0.444015444	0.576190476	0.026041667	0.208888889	0.17	0.466666667	0.450199203	0.447058824	0.433691756	0.376865672	0.543568465	0.455	0.216748768	0.352226721	0.303703704	0.492890995	0.661764706	0.488599349	0.402930403	0.485355649	0.431034483	0.21875	0.314655172	0.41025641	0.464285714	0.465437788	0.418604651	0.533333333	0.472727273	0.398523985	0.436440678	0.498098859	0.52238806	0.368181818	0.502040816	0.412811388	0.468879668	1	0.503968254	0.464566929	0.489270386	0.398230088	0.5	0.405172414	0.533018868	0.382978723	0.42745098	0.52016129	0.53515625	0.447580645	0.450381679	0.489051095	0.485074627	0.480314961	0.491803279	0.452282158	0.489878543	0.518828452	0.387543253	0.32046332	0.425925926	0.429752066	0.473309609	0.426160338	0.331914894	0.549800797	0.365296804	0.344680851	0.232758621	0.504065041	0.237373737	0.508695652	0.44488189	0.446308725	0.435215947	0.613043478	0.471794872	0.450909091	0.455172414
Nilotinib	0.399141631	0.626865672	0.65470852	0.584821429	0.569444444	0.541176471	0.615384615	0.560869565	0.674008811	0.689795918	0.709251101	0.699074074	0.35	0.447826087	0.522968198	0.496402878	0.220338983	0.382899628	0.276995305	0.687782805	0.513761468	0.020833333	0.243119266	0.131067961	0.655660377	0.696261682	0.362962963	0.546511628	0.318996416	0.606060606	0.421568627	0.2	0.321428571	0.267148014	0.365217391	0.515695067	0.67032967	0.653679654	0.76119403	0.574144487	0.265116279	0.261410788	0.548387097	0.727699531	0.337552743	0.420560748	0.573529412	0.603174603	0.76635514	0.625	0.762331839	0.628	0.315789474	0.781553398	0.5	0.368217054	0.503968254	1	0.432432432	0.632075472	0.52173913	0.538095238	0.431718062	0.528301887	0.587755102	0.779411765	0.799043062	0.682403433	0.754901961	0.67699115	0.615079365	0.821100917	0.420454545	0.635135135	0.374015748	0.660633484	0.660550459	0.612903226	0.286792453	0.536	0.650717703	0.713692946	0.660098522	0.3	0.400722022	0.318584071	0.27016129	0.192468619	0.724299065	0.207920792	0.721393035	0.751196172	0.47766323	0.465986395	0.629955947	0.466666667	0.542635659	0.64453125
Nutlin-3a	0.296747967	0.502347418	0.371212121	0.560538117	0.437229437	0.581967213	0.61328125	0.504273504	0.376383764	0.535849057	0.390510949	0.40077821	0.367924528	0.369747899	0.376623377	0.549242424	0.306976744	0.566523605	0.238317757	0.469879518	0.416666667	0.032786885	0.326633166	0.183246073	0.41563786	0.418326693	0.510460251	0.574297189	0.516806723	0.416342412	0.429292929	0.219387755	0.314516129	0.482758621	0.370535714	0.439130435	0.516891892	0.447876448	0.410569106	0.583657588	0.325	0.400943396	0.5907173	0.438247012	0.448598131	0.356164384	0.433789954	0.407801418	0.421455939	0.484304933	0.445692884	0.438848921	0.356481481	0.445783133	0.389285714	0.472340426	0.464566929	0.432432432	1	0.442553191	0.412844037	0.476635514	0.606060606	0.390350877	0.618644068	0.407114625	0.430232558	0.431226766	0.4625	0.393258427	0.388888889	0.418181818	0.614035088	0.390625	0.480519481	0.395348837	0.448979592	0.572	0.511312217	0.514056225	0.390946502	0.404844291	0.398305085	0.418604651	0.476744186	0.392344498	0.406392694	0.275229358	0.508333333	0.234375	0.448717949	0.413385827	0.510714286	0.498233216	0.434782609	0.374384236	0.469924812	0.556390977
OSU-03012	0.27826087	0.638888889	0.524886878	0.49537037	0.550505051	0.485596708	0.503875969	0.5	0.626168224	0.480620155	0.575221239	0.502242152	0.394736842	0.52020202	0.361774744	0.465648855	0.201877934	0.504424779	0.276595745	0.542986425	0.497487437	0.025	0.231958763	0.155172414	0.652849741	0.638613861	0.382716049	0.602620087	0.35483871	0.547945205	0.49132948	0.182320442	0.325991189	0.307377049	0.402985075	0.537688442	0.482517483	0.52173913	0.634517766	0.469230769	0.256544503	0.36	0.478991597	0.631067961	0.3507109	0.462365591	0.545454545	0.569620253	0.579908676	0.681318681	0.529661017	0.588983051	0.300970874	0.587677725	0.504132231	0.365957447	0.489270386	0.632075472	0.442553191	1	0.581005587	0.607734807	0.526041667	0.512953368	0.4875	0.576190476	0.6	0.5	0.567307692	0.577272727	0.543209877	0.659090909	0.465811966	0.583732057	0.415178571	0.650246305	0.586538462	0.520661157	0.271604938	0.543859649	0.526829268	0.5	0.685082873	0.308411215	0.435483871	0.33	0.263392857	0.193396226	0.604761905	0.239766082	0.61025641	0.553488372	0.479553903	0.477777778	0.536363636	0.520958084	0.544303797	0.490421456
Obatoclax_Mesylate	0.308457711	0.552941176	0.52238806	0.497435897	0.46031746	0.520737327	0.5	0.429951691	0.538834951	0.5	0.511627907	0.475728155	0.322033898	0.475409836	0.393939394	0.46473029	0.243093923	0.492753623	0.331210191	0.534653465	0.467032967	0.031007752	0.27607362	0.164383562	0.655172414	0.530612245	0.361607143	0.527272727	0.314655172	0.54	0.455128205	0.21192053	0.421052632	0.303167421	0.41011236	0.486486486	0.444852941	0.497652582	0.598901099	0.5	0.259036145	0.309782609	0.528571429	0.572164948	0.403314917	0.50625	0.474285714	0.508849558	0.52173913	0.598837209	0.473214286	0.50877193	0.316666667	0.543147208	0.460526316	0.361502347	0.398230088	0.52173913	0.412844037	0.581005587	1	0.428571429	0.43956044	0.491428571	0.488584475	0.5625	0.519417476	0.495454545	0.528497409	0.511961722	0.502183406	0.484444444	0.431192661	0.546391753	0.489583333	0.583333333	0.565445026	0.582159624	0.299065421	0.543269231	0.575418994	0.452282158	0.65060241	0.317460317	0.371308017	0.358381503	0.285714286	0.240223464	0.5	0.274647887	0.554945055	0.578125	0.516528926	0.514403292	0.512315271	0.52739726	0.522727273	0.485477178
Olaparib	0.226244344	0.554285714	0.383259912	0.554404145	0.595505618	0.396694215	0.403846154	0.490196078	0.54028436	0.430278884	0.473451327	0.451162791	0.522012579	0.478723404	0.31010453	0.367424242	0.294444444	0.427927928	0.339506173	0.400881057	0.553672316	0.02919708	0.248554913	0.178807947	0.502538071	0.495145631	0.497607656	0.439330544	0.429223744	0.462962963	0.609589041	0.281879195	0.311320755	0.357798165	0.37037037	0.58988764	0.421985816	0.5	0.557291667	0.375478927	0.261627907	0.368131868	0.418103448	0.476415094	0.431693989	0.439306358	0.63190184	0.497854077	0.441964286	0.598870056	0.488986784	0.517241379	0.368715084	0.514563107	0.386178862	0.453658537	0.5	0.538095238	0.476635514	0.607734807	0.428571429	1	0.656441718	0.545977011	0.403361345	0.425925926	0.479262673	0.452586207	0.492610837	0.421052632	0.425101215	0.568807339	0.441441441	0.473684211	0.38028169	0.575757576	0.512315271	0.419753086	0.375	0.475336323	0.400966184	0.432	0.476439791	0.43575419	0.447826087	0.404624277	0.368421053	0.270718232	0.502392344	0.303448276	0.607734807	0.488038278	0.409774436	0.397769517	0.52173913	0.519736842	0.453389831	0.435294118
PAC-1	0.246575342	0.505494505	0.373913043	0.540816327	0.466666667	0.504424779	0.439215686	0.457142857	0.453333333	0.467479675	0.419491525	0.389380531	0.50617284	0.435897436	0.303448276	0.446215139	0.312849162	0.56372549	0.295857988	0.397379913	0.420512821	0.028776978	0.274853801	0.176470588	0.482587065	0.448598131	0.478873239	0.504347826	0.478873239	0.438914027	0.601351351	0.295302013	0.308411215	0.432692308	0.366492147	0.476683938	0.434163701	0.502283105	0.468292683	0.42687747	0.273255814	0.502994012	0.484304933	0.444954128	0.491525424	0.434285714	0.497206704	0.415322581	0.444444444	0.532258065	0.440677966	0.410358566	0.349726776	0.440366972	0.478448276	0.485148515	0.405172414	0.431718062	0.606060606	0.526041667	0.43956044	0.656441718	1	0.456989247	0.5	0.409090909	0.422907489	0.37804878	0.44549763	0.417391304	0.399209486	0.445378151	0.526066351	0.435185185	0.472636816	0.42081448	0.430555556	0.495689655	0.454545455	0.539534884	0.397129187	0.358490566	0.463917526	0.505813953	0.488888889	0.424418605	0.401069519	0.267759563	0.442922374	0.326388889	0.457711443	0.397321429	0.46124031	0.448275862	0.43438914	0.465408805	0.487068966	0.4375
PD0325901	0.295238095	0.508287293	0.381578947	0.627027027	0.637931034	0.395061728	0.435294118	0.44549763	0.502304147	0.434262948	0.403361345	0.469483568	0.45508982	0.594285714	0.341637011	0.366037736	0.344827586	0.394736842	0.345679012	0.375	0.82781457	0.028985507	0.284023669	0.162337662	0.579787234	0.417431193	0.495238095	0.408163265	0.42081448	0.467592593	0.54248366	0.306122449	0.347826087	0.356164384	0.494252874	0.604519774	0.410526316	0.451327434	0.554404145	0.395348837	0.305389222	0.344086022	0.473214286	0.447004608	0.39893617	0.582278481	0.62804878	0.50862069	0.421052632	0.463917526	0.486842105	0.483193277	0.351648352	0.534313725	0.390243902	0.390697674	0.533018868	0.528301887	0.390350877	0.512953368	0.491428571	0.545977011	0.456989247	1	0.378600823	0.410958904	0.497674419	0.495575221	0.468599034	0.400862069	0.362934363	0.465811966	0.479262673	0.464454976	0.560846561	0.572864322	0.517241379	0.384	0.413793103	0.479820628	0.419512195	0.540772532	0.473958333	0.449438202	0.511312217	0.478787879	0.359375	0.305084746	0.444954128	0.292517007	0.631284916	0.529411765	0.440613027	0.438931298	0.511961722	0.68115942	0.482758621	0.456349206
PD173074	0.353413655	0.48245614	0.557377049	0.525	0.422764228	0.74137931	0.677042802	0.456692913	0.492366412	0.734693878	0.546511628	0.549180328	0.333333333	0.365079365	0.47826087	0.623574144	0.261603376	0.563265306	0.214592275	0.593360996	0.364	0.019704433	0.264573991	0.134883721	0.52742616	0.578059072	0.42481203	0.659919028	0.430188679	0.528	0.374429224	0.189814815	0.328185328	0.42519685	0.3	0.401606426	0.632867133	0.6375	0.533613445	0.7	0.263392857	0.375545852	0.673728814	0.599156118	0.401709402	0.357758621	0.383333333	0.456140351	0.627615063	0.558035714	0.62248996	0.477031802	0.285123967	0.608510638	0.541666667	0.433070866	0.382978723	0.587755102	0.618644068	0.4875	0.488584475	0.403361345	0.5	0.378600823	1	0.598290598	0.605809129	0.555984556	0.632743363	0.572580645	0.536764706	0.563218391	0.544	0.526530612	0.451612903	0.470817121	0.492	0.691358025	0.396825397	0.58	0.527896996	0.462068966	0.560538117	0.374468085	0.45620438	0.326180258	0.325203252	0.248945148	0.551020408	0.202830189	0.545454545	0.508	0.541958042	0.529411765	0.471042471	0.375	0.503676471	0.700787402
