drug1,drug2,cell,score,nor,index,true_label,predict_label,predict_score,smile1,smile2
METFORMIN,GELDANAMYCIN,UACC62,-12.09323954,0.6217934,5242,0,0,8.61E-10,CN(C)C(=N)N=C(N)N,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
METFORMIN,GELDANAMYCIN,VCAP,-15.40444384,0.6152442,5243,0,0,0.001443038,CN(C)C(=N)N=C(N)N,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
METFORMIN,LAPATINIB,A2058,10.74328688,0.6669617,5257,1,1,0.999359667,CN(C)C(=N)N=C(N)N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
METFORMIN,LAPATINIB,A2780,-2.174460877,0.6414117,5258,0,1,0.998123229,CN(C)C(=N)N=C(N)N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
METFORMIN,LAPATINIB,A375,-5.629217862,0.6345786,5259,0,0,0.059973069,CN(C)C(=N)N=C(N)N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
METFORMIN,LAPATINIB,A427,-13.57408823,0.6188645,5260,0,0,1.78E-17,CN(C)C(=N)N=C(N)N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
METFORMIN,LAPATINIB,ES2,-8.444400298,0.6290105,5261,0,0,0.101031788,CN(C)C(=N)N=C(N)N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
METFORMIN,LAPATINIB,HT144,-2.1272973,0.641505,5262,0,0,3.00E-08,CN(C)C(=N)N=C(N)N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
METFORMIN,LAPATINIB,LOVO,11.41634361,0.6682929,5264,1,1,0.93414551,CN(C)C(=N)N=C(N)N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
METFORMIN,LAPATINIB,MDAMB436,13.5379081,0.6724892,5265,1,0,0.281196892,CN(C)C(=N)N=C(N)N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
METFORMIN,LAPATINIB,NCIH1650,-9.445499442,0.6270304,5267,0,0,3.27E-08,CN(C)C(=N)N=C(N)N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
METFORMIN,LAPATINIB,NCIH23,-8.834417466,0.628239,5268,0,0,6.18E-08,CN(C)C(=N)N=C(N)N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
METFORMIN,LAPATINIB,NCIH520,-7.110797906,0.6316482,5270,0,0,1.86E-08,CN(C)C(=N)N=C(N)N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
METFORMIN,LAPATINIB,OV90,-13.89722716,0.6182253,5271,0,0,1.88E-08,CN(C)C(=N)N=C(N)N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
METFORMIN,LAPATINIB,RKO,-3.25865034,0.6392673,5272,0,0,4.81E-05,CN(C)C(=N)N=C(N)N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
METFORMIN,LAPATINIB,SW837,15.44890423,0.6762689,5275,1,1,0.999412179,CN(C)C(=N)N=C(N)N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
METFORMIN,LAPATINIB,VCAP,-4.993489262,0.635836,5277,0,1,0.998916507,CN(C)C(=N)N=C(N)N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
METFORMIN,MK-2206,A2058,12.75667396,0.670944,5279,1,1,1,CN(C)C(=N)N=C(N)N,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
METFORMIN,MK-2206,A2780,10.31430449,0.6661132,5280,1,0,0.015223781,CN(C)C(=N)N=C(N)N,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
METFORMIN,MK-2206,HT29,-0.452404129,0.6448178,5282,0,0,0.034828644,CN(C)C(=N)N=C(N)N,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
METFORMIN,MK-2206,LOVO,-4.86589149,0.6360884,5284,0,0,3.12E-06,CN(C)C(=N)N=C(N)N,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
METFORMIN,MK-2206,NCIH1650,-1.629714889,0.6424892,5285,0,0,5.34E-05,CN(C)C(=N)N=C(N)N,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
METFORMIN,MK-2206,NCIH2122,-2.172673414,0.6414153,5286,0,0,0.138984755,CN(C)C(=N)N=C(N)N,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
METFORMIN,MK-2206,NCIH23,-1.218947703,0.6433017,5287,0,0,2.67E-15,CN(C)C(=N)N=C(N)N,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
METFORMIN,MK-2206,RKO,11.53677196,0.6685311,5289,1,0,7.68E-05,CN(C)C(=N)N=C(N)N,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
METFORMIN,MK-2206,SKMES1,-0.232327954,0.6452531,5291,0,1,0.999737442,CN(C)C(=N)N=C(N)N,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
METFORMIN,MK-2206,SW837,-7.802051956,0.630281,5292,0,0,0.001367329,CN(C)C(=N)N=C(N)N,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
METFORMIN,MK-2206,UACC62,-3.481630051,0.6388263,5294,0,0,0.002265561,CN(C)C(=N)N=C(N)N,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
METFORMIN,MK-4827,A2058,10.70406375,0.6668841,5296,1,1,0.959391654,CN(C)C(=N)N=C(N)N,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12
METFORMIN,MK-4827,A427,-3.725787883,0.6383434,5297,0,0,7.19E-06,CN(C)C(=N)N=C(N)N,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12
METFORMIN,MK-4827,ES2,-0.877713823,0.6439766,5299,0,0,1.21E-13,CN(C)C(=N)N=C(N)N,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12
METFORMIN,MK-4827,LOVO,-7.318763761,0.6312368,5301,0,0,5.15E-08,CN(C)C(=N)N=C(N)N,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12
METFORMIN,MK-4827,NCIH23,-1.660529461,0.6424282,5303,0,0,1.75E-06,CN(C)C(=N)N=C(N)N,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12
METFORMIN,MK-4827,NCIH520,-0.737404087,0.6442541,5304,0,0,1.10E-09,CN(C)C(=N)N=C(N)N,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12
METFORMIN,MK-4827,OV90,-0.975292145,0.6437836,5305,0,0,7.18E-15,CN(C)C(=N)N=C(N)N,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12
METFORMIN,MK-4827,SW837,-14.77788579,0.6164835,5306,0,0,1.25E-13,CN(C)C(=N)N=C(N)N,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12
METFORMIN,MK-4827,UACC62,-11.73977474,0.6224925,5308,0,0,2.73E-09,CN(C)C(=N)N=C(N)N,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12
METFORMIN,MK-4827,VCAP,16.21109613,0.6777765,5309,1,1,0.983086586,CN(C)C(=N)N=C(N)N,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12
METFORMIN,MK-5108,A427,-3.789173351,0.638218,5311,0,0,9.06E-08,CN(C)C(=N)N=C(N)N,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1
METFORMIN,MK-5108,ES2,-0.298554462,0.6451221,5313,0,0,4.77E-11,CN(C)C(=N)N=C(N)N,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1
METFORMIN,MK-5108,HCT116,-0.517199083,0.6446896,5314,0,0,9.97E-08,CN(C)C(=N)N=C(N)N,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1
METFORMIN,MK-5108,HT144,-1.675605829,0.6423984,5315,0,0,6.56E-07,CN(C)C(=N)N=C(N)N,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1
METFORMIN,MK-5108,LOVO,-8.19848652,0.6294968,5317,0,0,6.43E-10,CN(C)C(=N)N=C(N)N,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1
METFORMIN,MK-5108,NCIH520,-1.070494053,0.6435953,5320,0,0,6.27E-16,CN(C)C(=N)N=C(N)N,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1
METFORMIN,MK-5108,VCAP,10.51458385,0.6665094,5322,1,0,0.04979258,CN(C)C(=N)N=C(N)N,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1
METFORMIN,MK-8669,A2058,26.63151347,0.698387,5324,1,1,1,CN(C)C(=N)N=C(N)N,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
METFORMIN,MK-8669,A375,10.03876775,0.6655682,5325,1,1,0.999988198,CN(C)C(=N)N=C(N)N,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
METFORMIN,MK-8669,A427,10.924736,0.6673206,5326,1,1,0.999999762,CN(C)C(=N)N=C(N)N,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
METFORMIN,MK-8669,HT29,10.81988489,0.6671132,5327,1,1,0.999999762,CN(C)C(=N)N=C(N)N,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
METFORMIN,MK-8669,LOVO,18.38020477,0.6820667,5330,1,1,0.993320346,CN(C)C(=N)N=C(N)N,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
METFORMIN,MK-8669,NCIH1650,12.30589068,0.6700524,5332,1,1,0.799546599,CN(C)C(=N)N=C(N)N,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
METFORMIN,MK-8669,RKO,17.24359381,0.6798186,5334,1,1,0.999775469,CN(C)C(=N)N=C(N)N,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
METFORMIN,MK-8669,SW837,-1.790586286,0.642171,5338,0,0,0.000192581,CN(C)C(=N)N=C(N)N,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
METFORMIN,MK-8669,VCAP,10.45863739,0.6663987,5340,1,0,0.121331029,CN(C)C(=N)N=C(N)N,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
METFORMIN,MK-8776,A375,-1.416816574,0.6429103,5342,0,1,0.999867797,CN(C)C(=N)N=C(N)N,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
METFORMIN,MK-8776,A427,-9.757976102,0.6264123,5343,0,1,0.764196098,CN(C)C(=N)N=C(N)N,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
METFORMIN,MK-8776,ES2,-7.427459935,0.6310219,5344,0,0,3.35E-07,CN(C)C(=N)N=C(N)N,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
METFORMIN,MK-8776,HCT116,-0.009923036,0.645693,5345,0,0,3.27E-07,CN(C)C(=N)N=C(N)N,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
METFORMIN,MK-8776,HT144,11.61512757,0.6686861,5346,1,0,0.000140909,CN(C)C(=N)N=C(N)N,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
METFORMIN,MK-8776,HT29,-1.374302375,0.6429944,5347,0,0,5.16E-06,CN(C)C(=N)N=C(N)N,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
METFORMIN,MK-8776,NCIH2122,-9.791245033,0.6263465,5351,0,0,3.93E-18,CN(C)C(=N)N=C(N)N,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
METFORMIN,MK-8776,NCIH520,-6.449294058,0.6329566,5353,0,0,0.388056308,CN(C)C(=N)N=C(N)N,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
METFORMIN,MK-8776,RPMI7951,-2.391736684,0.640982,5354,0,0,4.95E-05,CN(C)C(=N)N=C(N)N,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
METFORMIN,MK-8776,SKMES1,-0.741066877,0.6442469,5356,0,0,2.30E-10,CN(C)C(=N)N=C(N)N,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
METFORMIN,MK-8776,SW837,-10.64272595,0.6246624,5357,0,0,7.16E-20,CN(C)C(=N)N=C(N)N,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
METFORMIN,MK-8776,UACC62,-3.804206068,0.6381883,5359,0,0,0.380772382,CN(C)C(=N)N=C(N)N,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
METFORMIN,PD325901,A2058,26.4094776,0.6979478,5361,1,0,0.302059323,CN(C)C(=N)N=C(N)N,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
METFORMIN,PD325901,A2780,-5.092944811,0.6356393,5362,0,0,0.057480175,CN(C)C(=N)N=C(N)N,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
METFORMIN,PD325901,A427,-4.997991791,0.6358271,5363,0,0,0.00423002,CN(C)C(=N)N=C(N)N,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
METFORMIN,PD325901,ES2,-7.096244645,0.631677,5364,0,0,1.41E-06,CN(C)C(=N)N=C(N)N,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
METFORMIN,PD325901,HCT116,-8.546474146,0.6288086,5365,0,0,1.16E-11,CN(C)C(=N)N=C(N)N,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
METFORMIN,PD325901,HT144,-3.810899035,0.638175,5366,0,0,1.58E-10,CN(C)C(=N)N=C(N)N,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
METFORMIN,PD325901,HT29,-9.460397991,0.6270009,5367,0,0,2.94E-07,CN(C)C(=N)N=C(N)N,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
METFORMIN,PD325901,LOVO,-15.73853283,0.6145834,5370,0,0,1.05E-09,CN(C)C(=N)N=C(N)N,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
METFORMIN,PD325901,MDAMB436,-8.098221454,0.6296952,5371,0,1,0.542079568,CN(C)C(=N)N=C(N)N,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
METFORMIN,PD325901,NCIH1650,-6.640139543,0.6325791,5373,0,0,8.15E-10,CN(C)C(=N)N=C(N)N,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
METFORMIN,PD325901,NCIH2122,-1.929988422,0.6418953,5374,0,0,6.25E-05,CN(C)C(=N)N=C(N)N,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
METFORMIN,PD325901,NCIH23,-12.91235215,0.6201733,5375,0,0,9.42E-09,CN(C)C(=N)N=C(N)N,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
METFORMIN,PD325901,OV90,-9.623807868,0.6266777,5378,0,0,3.74E-05,CN(C)C(=N)N=C(N)N,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
METFORMIN,PD325901,RKO,-11.4270221,0.6231111,5379,0,0,0.000177857,CN(C)C(=N)N=C(N)N,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
METFORMIN,PD325901,RPMI7951,-9.780385632,0.626368,5380,0,0,2.46E-21,CN(C)C(=N)N=C(N)N,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
METFORMIN,PD325901,SKMES1,-4.716387194,0.6363841,5381,0,0,2.31E-11,CN(C)C(=N)N=C(N)N,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
METFORMIN,PD325901,SW837,-16.38505489,0.6133047,5384,0,0,9.40E-10,CN(C)C(=N)N=C(N)N,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
METFORMIN,PD325901,UACC62,-8.753620671,0.6283988,5385,0,0,1.87E-11,CN(C)C(=N)N=C(N)N,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
METFORMIN,PD325901,VCAP,-11.27055053,0.6234206,5386,0,0,0.00051723,CN(C)C(=N)N=C(N)N,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
METFORMIN,SORAFENIB,A2058,16.77560245,0.678893,5388,1,1,0.992582798,CN(C)C(=N)N=C(N)N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
METFORMIN,SORAFENIB,A375,13.368034,0.6721532,5389,1,1,0.999999762,CN(C)C(=N)N=C(N)N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
METFORMIN,SORAFENIB,LOVO,-3.263749395,0.6392572,5393,0,0,3.36E-10,CN(C)C(=N)N=C(N)N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
METFORMIN,SORAFENIB,NCIH520,10.98804744,0.6674458,5396,1,1,1,CN(C)C(=N)N=C(N)N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
METFORMIN,SORAFENIB,RKO,15.32760017,0.676029,5397,1,1,0.999576867,CN(C)C(=N)N=C(N)N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
METFORMIN,SORAFENIB,SKMES1,15.8297482,0.6770222,5398,1,1,0.999983191,CN(C)C(=N)N=C(N)N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
METFORMIN,SUNITINIB,HT144,-0.323460627,0.6450728,5402,0,0,3.18E-07,CN(C)C(=N)N=C(N)N,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
METFORMIN,SUNITINIB,NCIH520,11.18971251,0.6678447,5405,1,0,0.422693998,CN(C)C(=N)N=C(N)N,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
METFORMIN,SUNITINIB,RPMI7951,-3.598395656,0.6385953,5406,0,0,0.034904264,CN(C)C(=N)N=C(N)N,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
METFORMIN,SUNITINIB,SW837,-7.606401486,0.6306679,5407,0,0,5.38E-13,CN(C)C(=N)N=C(N)N,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
METFORMIN,SUNITINIB,VCAP,14.69403263,0.6747759,5409,1,0,0.453229576,CN(C)C(=N)N=C(N)N,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
METFORMIN,TEMOZOLOMIDE,A375,-3.794762052,0.638207,5412,0,0,1.03E-12,CN(C)C(=N)N=C(N)N,Cn1nnc2c(C(N)=O)ncn2c1=O
METFORMIN,TEMOZOLOMIDE,A427,-5.560474322,0.6347146,5413,0,0,1.53E-09,CN(C)C(=N)N=C(N)N,Cn1nnc2c(C(N)=O)ncn2c1=O
METFORMIN,TEMOZOLOMIDE,ES2,-2.179727699,0.6414013,5415,0,0,1.99E-10,CN(C)C(=N)N=C(N)N,Cn1nnc2c(C(N)=O)ncn2c1=O
METFORMIN,TEMOZOLOMIDE,HCT116,-5.325345132,0.6351796,5416,0,0,1.40E-18,CN(C)C(=N)N=C(N)N,Cn1nnc2c(C(N)=O)ncn2c1=O
METFORMIN,TEMOZOLOMIDE,HT29,-1.393987201,0.6429554,5418,0,0,1.49E-13,CN(C)C(=N)N=C(N)N,Cn1nnc2c(C(N)=O)ncn2c1=O
METFORMIN,TEMOZOLOMIDE,LOVO,-5.98966918,0.6338657,5421,0,0,4.93E-15,CN(C)C(=N)N=C(N)N,Cn1nnc2c(C(N)=O)ncn2c1=O
METFORMIN,TEMOZOLOMIDE,MDAMB436,-2.016427238,0.6417243,5422,0,0,1.14E-07,CN(C)C(=N)N=C(N)N,Cn1nnc2c(C(N)=O)ncn2c1=O
METFORMIN,TEMOZOLOMIDE,NCIH1650,-9.075224068,0.6277627,5424,0,0,6.62E-16,CN(C)C(=N)N=C(N)N,Cn1nnc2c(C(N)=O)ncn2c1=O
METFORMIN,TEMOZOLOMIDE,NCIH2122,-3.057758777,0.6396647,5425,0,0,3.27E-20,CN(C)C(=N)N=C(N)N,Cn1nnc2c(C(N)=O)ncn2c1=O
METFORMIN,TEMOZOLOMIDE,NCIH23,-7.064671021,0.6317394,5426,0,0,6.91E-31,CN(C)C(=N)N=C(N)N,Cn1nnc2c(C(N)=O)ncn2c1=O
METFORMIN,TEMOZOLOMIDE,NCIH520,-1.731889326,0.6422871,5428,0,0,1.42E-12,CN(C)C(=N)N=C(N)N,Cn1nnc2c(C(N)=O)ncn2c1=O
METFORMIN,TEMOZOLOMIDE,OV90,-2.289828856,0.6411836,5429,0,0,5.70E-12,CN(C)C(=N)N=C(N)N,Cn1nnc2c(C(N)=O)ncn2c1=O
METFORMIN,TEMOZOLOMIDE,SW837,-15.55652416,0.6149434,5432,0,0,2.23E-12,CN(C)C(=N)N=C(N)N,Cn1nnc2c(C(N)=O)ncn2c1=O
METFORMIN,TEMOZOLOMIDE,UACC62,-5.562166809,0.6347112,5434,0,0,2.20E-07,CN(C)C(=N)N=C(N)N,Cn1nnc2c(C(N)=O)ncn2c1=O
METFORMIN,TEMOZOLOMIDE,VCAP,-11.69491228,0.6225813,5435,0,0,1.94E-08,CN(C)C(=N)N=C(N)N,Cn1nnc2c(C(N)=O)ncn2c1=O
METFORMIN,ZOLINZA,A427,-17.14739769,0.6117968,5437,0,0,2.41E-11,CN(C)C(=N)N=C(N)N,O=C(CCCCCCC(=O)Nc1ccccc1)NO
METFORMIN,ZOLINZA,ES2,-4.667402747,0.636481,5438,0,0,0.000544718,CN(C)C(=N)N=C(N)N,O=C(CCCCCCC(=O)Nc1ccccc1)NO
METFORMIN,ZOLINZA,HT144,-2.70673511,0.640359,5439,0,0,6.30E-07,CN(C)C(=N)N=C(N)N,O=C(CCCCCCC(=O)Nc1ccccc1)NO
METFORMIN,ZOLINZA,HT29,11.19666082,0.6678584,5440,1,0,4.33E-07,CN(C)C(=N)N=C(N)N,O=C(CCCCCCC(=O)Nc1ccccc1)NO
METFORMIN,ZOLINZA,NCIH23,-5.788244081,0.6342641,5442,0,0,1.02E-06,CN(C)C(=N)N=C(N)N,O=C(CCCCCCC(=O)Nc1ccccc1)NO
METFORMIN,ZOLINZA,UACC62,-1.488001614,0.6427695,5446,0,0,0.0004385,CN(C)C(=N)N=C(N)N,O=C(CCCCCCC(=O)Nc1ccccc1)NO
METFORMIN,ZOLINZA,VCAP,22.24739726,0.6897157,5447,1,1,0.971498191,CN(C)C(=N)N=C(N)N,O=C(CCCCCCC(=O)Nc1ccccc1)NO
METHOTREXATE,ABT-888,A2058,-20.92611544,0.6043229,5449,0,0,2.57E-06,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
